,stco,NAME,2000,2010
2903,51167,"Russell County, Virginia",30308,28897
2904,51169,"Scott County, Virginia",23403,23177
2905,51171,"Shenandoah County, Virginia",35075,41993
2906,51173,"Smyth County, Virginia",33081,32208
2907,51175,"Southampton County, Virginia",17482,18570
2908,51177,"Spotsylvania County, Virginia",90395,122397
2909,51179,"Stafford County, Virginia",92446,128961
2910,51181,"Surry County, Virginia",6829,7058
2911,51183,"Sussex County, Virginia",12504,12087
2912,51185,"Tazewell County, Virginia",44598,45078
2913,51187,"Warren County, Virginia",31584,37575
2914,51191,"Washington County, Virginia",51103,54876
2915,51193,"Westmoreland County, Virginia",16718,17454
2916,51195,"Wise County, Virginia",40123,41452
2917,51197,"Wythe County, Virginia",27599,29235
2918,51199,"York County, Virginia",56297,65464
2919,51510,"Alexandria city, Virginia",128283,139966
2920,51515,"Bedford city, Virginia",6299,6222
2921,51520,"Bristol city, Virginia",17367,17835
2922,51530,"Buena Vista city, Virginia",6349,6650
2923,51540,"Charlottesville city, Virginia",45049,43475
2924,51550,"Chesapeake city, Virginia",199184,222209
2925,51560,"Clifton Forge city, Virginia",4289,0
2926,51570,"Colonial Heights city, Virginia",16897,17411
2927,51580,"Covington city, Virginia",6303,5961
2928,51590,"Danville city, Virginia",48411,43055
2929,51595,"Emporia city, Virginia",5665,5927
2930,51600,"Fairfax city, Virginia",21498,22565
2931,51610,"Falls Church city, Virginia",10377,12332
2932,51620,"Franklin city, Virginia",8346,8582
2933,51630,"Fredericksburg city, Virginia",19279,24286
2934,51640,"Galax city, Virginia",6837,7042
2935,51650,"Hampton city, Virginia",146437,137436
2936,51660,"Harrisonburg city, Virginia",40468,48914
2937,51670,"Hopewell city, Virginia",22354,22591
2938,51678,"Lexington city, Virginia",6867,7042
2939,51680,"Lynchburg city, Virginia",65269,75568
2940,51683,"Manassas city, Virginia",35135,37821
2941,51685,"Manassas Park city, Virginia",10290,14273
2942,51690,"Martinsville city, Virginia",15416,13821
2943,51700,"Newport News city, Virginia",180150,180719
2944,51710,"Norfolk city, Virginia",234403,242803
2945,51720,"Norton city, Virginia",3904,3958
2946,51730,"Petersburg city, Virginia",33740,32420
2947,51735,"Poquoson city, Virginia",11566,12150
2948,51740,"Portsmouth city, Virginia",100565,95535
2949,51750,"Radford city, Virginia",15859,16408
2950,51760,"Richmond city, Virginia",197790,204214
2951,51770,"Roanoke city, Virginia",94911,97032
2952,51775,"Salem city, Virginia",24747,24802
2953,51790,"Staunton city, Virginia",23853,23746
2954,51800,"Suffolk city, Virginia",63677,84585
2955,51810,"Virginia Beach city, Virginia",425257,437994
2956,51820,"Waynesboro city, Virginia",19520,21006
2957,51830,"Williamsburg city, Virginia",11998,14068
2958,51840,"Winchester city, Virginia",23585,26203
2959,53001,"Adams County, Washington",16428,18728
2960,53003,"Asotin County, Washington",20551,21623
2961,53005,"Benton County, Washington",142475,175177
2962,53007,"Chelan County, Washington",66616,72453
2963,53009,"Clallam County, Washington",64525,71404
2964,53011,"Clark County, Washington",345238,425363
2965,53013,"Columbia County, Washington",4064,4078
2966,53015,"Cowlitz County, Washington",92948,102410
2967,53017,"Douglas County, Washington",32603,38431
2968,53019,"Ferry County, Washington",7260,7551
2969,53021,"Franklin County, Washington",49347,78163
2970,53023,"Garfield County, Washington",2397,2266
2971,53025,"Grant County, Washington",74698,89120
2972,53027,"Grays Harbor County, Washington",67194,72797
2973,53029,"Island County, Washington",71558,78506
2974,53031,"Jefferson County, Washington",25953,29872
2975,53033,"King County, Washington",1737034,1931249
2976,53035,"Kitsap County, Washington",231969,251133
2977,53037,"Kittitas County, Washington",33362,40915
2978,53039,"Klickitat County, Washington",19161,20318
2979,53041,"Lewis County, Washington",68600,75455
2980,53043,"Lincoln County, Washington",10184,10570
2981,53045,"Mason County, Washington",49405,60699
2982,53047,"Okanogan County, Washington",39564,41120
2983,53049,"Pacific County, Washington",20984,20920
2984,53051,"Pend Oreille County, Washington",11732,13001
2985,53053,"Pierce County, Washington",700820,795225
2986,53055,"San Juan County, Washington",14077,15769
2987,53057,"Skagit County, Washington",102979,116901
2988,53059,"Skamania County, Washington",9872,11066
2989,53061,"Snohomish County, Washington",606024,713335
2990,53063,"Spokane County, Washington",417939,471221
2991,53065,"Stevens County, Washington",40066,43531
2992,53067,"Thurston County, Washington",207355,252264
2993,53069,"Wahkiakum County, Washington",3824,3978
2994,53071,"Walla Walla County, Washington",55180,58781
2995,53073,"Whatcom County, Washington",166814,201140
2996,53075,"Whitman County, Washington",40740,44776
2997,53077,"Yakima County, Washington",222581,243231
2998,54001,"Barbour County, West Virginia",15557,16589
2999,54003,"Berkeley County, West Virginia",75905,104169
3000,54005,"Boone County, West Virginia",25535,24629
3001,54007,"Braxton County, West Virginia",14702,14523
3002,54009,"Brooke County, West Virginia",25447,24069
3003,54011,"Cabell County, West Virginia",96784,96319
3004,54013,"Calhoun County, West Virginia",7582,7627
3005,54015,"Clay County, West Virginia",10330,9386
3006,54017,"Doddridge County, West Virginia",7403,8202
3007,54019,"Fayette County, West Virginia",47579,46039
3008,54021,"Gilmer County, West Virginia",7160,8693
3009,54023,"Grant County, West Virginia",11299,11937
3010,54025,"Greenbrier County, West Virginia",34453,35480
3011,54027,"Hampshire County, West Virginia",20203,23964
3012,54029,"Hancock County, West Virginia",32667,30676
3013,54031,"Hardy County, West Virginia",12669,14025
3014,54033,"Harrison County, West Virginia",68652,69099
3015,54035,"Jackson County, West Virginia",28000,29211
3016,54037,"Jefferson County, West Virginia",42190,53498
3017,54039,"Kanawha County, West Virginia",200073,193063
3018,54041,"Lewis County, West Virginia",16919,16372
3019,54043,"Lincoln County, West Virginia",22108,21720
3020,54045,"Logan County, West Virginia",37710,36743
3021,54047,"McDowell County, West Virginia",27329,22113
3022,54049,"Marion County, West Virginia",56598,56418
3023,54051,"Marshall County, West Virginia",35519,33107
3024,54053,"Mason County, West Virginia",25957,27324
3025,54055,"Mercer County, West Virginia",62980,62264
3026,54057,"Mineral County, West Virginia",27078,28212
3027,54059,"Mingo County, West Virginia",28253,26839
3028,54061,"Monongalia County, West Virginia",81866,96189
3029,54063,"Monroe County, West Virginia",14583,13502
3030,54065,"Morgan County, West Virginia",14943,17541
3031,54067,"Nicholas County, West Virginia",26562,26233
3032,54069,"Ohio County, West Virginia",47427,44443
3033,54071,"Pendleton County, West Virginia",8196,7695
3034,54073,"Pleasants County, West Virginia",7514,7605
3035,54075,"Pocahontas County, West Virginia",9131,8719
3036,54077,"Preston County, West Virginia",29334,33520
3037,54079,"Putnam County, West Virginia",51589,55486
3038,54081,"Raleigh County, West Virginia",79220,78859
3039,54083,"Randolph County, West Virginia",28262,29405
3040,54085,"Ritchie County, West Virginia",10343,10449
3041,54087,"Roane County, West Virginia",15446,14926
3042,54089,"Summers County, West Virginia",12999,13927
3043,54091,"Taylor County, West Virginia",16089,16895
3044,54093,"Tucker County, West Virginia",7321,7141
3045,54095,"Tyler County, West Virginia",9592,9208
3046,54097,"Upshur County, West Virginia",23404,24254
3047,54099,"Wayne County, West Virginia",42903,42481
3048,54101,"Webster County, West Virginia",9719,9154
3049,54103,"Wetzel County, West Virginia",17693,16583
3050,54105,"Wirt County, West Virginia",5873,5717
3051,54107,"Wood County, West Virginia",87986,86956
3052,54109,"Wyoming County, West Virginia",25708,23796
3053,55001,"Adams County, Wisconsin",18643,20875
3054,55003,"Ashland County, Wisconsin",16866,16157
3055,55005,"Barron County, Wisconsin",44963,45870
3056,55007,"Bayfield County, Wisconsin",15013,15014
3057,55009,"Brown County, Wisconsin",226778,248007
3058,55011,"Buffalo County, Wisconsin",13804,13587
3059,55013,"Burnett County, Wisconsin",15674,15457
3060,55015,"Calumet County, Wisconsin",40631,48971
3061,55017,"Chippewa County, Wisconsin",55195,62415
3062,55019,"Clark County, Wisconsin",33557,34690
3063,55021,"Columbia County, Wisconsin",52468,56833
3064,55023,"Crawford County, Wisconsin",17243,16644
3065,55025,"Dane County, Wisconsin",426526,488073
3066,55027,"Dodge County, Wisconsin",85897,88759
3067,55029,"Door County, Wisconsin",27961,27785
3068,55031,"Douglas County, Wisconsin",43287,44159
3069,55033,"Dunn County, Wisconsin",39858,43857
3070,55035,"Eau Claire County, Wisconsin",93142,98736
3071,55037,"Florence County, Wisconsin",5088,4423
3072,55039,"Fond du Lac County, Wisconsin",97296,101633
3073,55041,"Forest County, Wisconsin",10024,9304
3074,55043,"Grant County, Wisconsin",49597,51208
3075,55045,"Green County, Wisconsin",33647,36842
3076,55047,"Green Lake County, Wisconsin",19105,19051
3077,55049,"Iowa County, Wisconsin",22780,23687
3078,55051,"Iron County, Wisconsin",6861,5916
3079,55053,"Jackson County, Wisconsin",19100,20449
3080,55055,"Jefferson County, Wisconsin",74021,83686
3081,55057,"Juneau County, Wisconsin",24316,26664
3082,55059,"Kenosha County, Wisconsin",149577,166426
3083,55061,"Kewaunee County, Wisconsin",20187,20574
3084,55063,"La Crosse County, Wisconsin",107120,114638
3085,55065,"Lafayette County, Wisconsin",16137,16836
3086,55067,"Langlade County, Wisconsin",20740,19977
3087,55069,"Lincoln County, Wisconsin",29641,28743
3088,55071,"Manitowoc County, Wisconsin",82887,81442
3089,55073,"Marathon County, Wisconsin",125834,134063
3090,55075,"Marinette County, Wisconsin",43384,41749
3091,55077,"Marquette County, Wisconsin",15832,15404
3092,55078,"Menominee County, Wisconsin",4562,4232
3093,55079,"Milwaukee County, Wisconsin",940164,947735
3094,55081,"Monroe County, Wisconsin",40899,44673
3095,55083,"Oconto County, Wisconsin",35634,37660
3096,55085,"Oneida County, Wisconsin",36776,35998
3097,55087,"Outagamie County, Wisconsin",160971,176695
3098,55089,"Ozaukee County, Wisconsin",82317,86395
3099,55091,"Pepin County, Wisconsin",7213,7469
3100,55093,"Pierce County, Wisconsin",36804,41019
3101,55095,"Polk County, Wisconsin",41319,44205
3102,55097,"Portage County, Wisconsin",67182,70019
3103,55099,"Price County, Wisconsin",15822,14159
3104,55101,"Racine County, Wisconsin",188831,195408
3105,55103,"Richland County, Wisconsin",17924,18021
3106,55105,"Rock County, Wisconsin",152307,160331
3107,55107,"Rusk County, Wisconsin",15347,14755
3108,55109,"St. Croix County, Wisconsin",63155,84345
3109,55111,"Sauk County, Wisconsin",55225,61976
3110,55113,"Sawyer County, Wisconsin",16196,16557
3111,55115,"Shawano County, Wisconsin",40664,41949
3112,55117,"Sheboygan County, Wisconsin",112646,115507
3113,55119,"Taylor County, Wisconsin",19680,20689
3114,55121,"Trempealeau County, Wisconsin",27010,28816
3115,55123,"Vernon County, Wisconsin",28056,29773
3116,55125,"Vilas County, Wisconsin",21033,21430
3117,55127,"Walworth County, Wisconsin",93759,102228
3118,55129,"Washburn County, Wisconsin",16036,15911
3119,55131,"Washington County, Wisconsin",117493,131887
3120,55133,"Waukesha County, Wisconsin",360767,389891
3121,55135,"Waupaca County, Wisconsin",51731,52410
3122,55137,"Waushara County, Wisconsin",23154,24496
3123,55139,"Winnebago County, Wisconsin",156763,166994
3124,55141,"Wood County, Wisconsin",75555,74749
3125,56001,"Albany County, Wyoming",32014,36299
3126,56003,"Big Horn County, Wyoming",11461,11668
3127,56005,"Campbell County, Wyoming",33698,46133
3128,56007,"Carbon County, Wyoming",15639,15885
3129,56009,"Converse County, Wyoming",12052,13833
3130,56011,"Crook County, Wyoming",5887,7083
3131,56013,"Fremont County, Wyoming",35804,40123
3132,56015,"Goshen County, Wyoming",12538,13249
3133,56017,"Hot Springs County, Wyoming",4882,4812
3134,56019,"Johnson County, Wyoming",7075,8569
3135,56021,"Laramie County, Wyoming",81607,91738
3136,56023,"Lincoln County, Wyoming",14573,18106
3137,56025,"Natrona County, Wyoming",66533,75450
3138,56027,"Niobrara County, Wyoming",2407,2484
3139,56029,"Park County, Wyoming",25786,28205
3140,56031,"Platte County, Wyoming",8807,8667
3141,56033,"Sheridan County, Wyoming",26560,29116
3142,56035,"Sublette County, Wyoming",5920,10247
3143,56037,"Sweetwater County, Wyoming",37613,43806
3144,56039,"Teton County, Wyoming",18251,21294
3145,56041,"Uinta County, Wyoming",19742,21118
3146,56043,"Washakie County, Wyoming",8289,8533
3147,56045,"Weston County, Wyoming",6644,7208
3148,72001,"Adjuntas Municipio, Puerto Rico",19143,19483
3149,72003,"Aguada Municipio, Puerto Rico",42042,41959
3150,72005,"Aguadilla Municipio, Puerto Rico",64685,60949
3151,72007,"Aguas Buenas Municipio, Puerto Rico",29032,28659
3152,72009,"Aibonito Municipio, Puerto Rico",26493,25900
3153,72011,"Añasco Municipio, Puerto Rico",28348,29261
3154,72013,"Arecibo Municipio, Puerto Rico",100131,96440
3155,72015,"Arroyo Municipio, Puerto Rico",19117,19575
3156,72017,"Barceloneta Municipio, Puerto Rico",22322,24816
3157,72019,"Barranquitas Municipio, Puerto Rico",28909,30318
3158,72021,"Bayamón Municipio, Puerto Rico",224044,208116
3159,72023,"Cabo Rojo Municipio, Puerto Rico",46911,50917
3160,72025,"Caguas Municipio, Puerto Rico",140502,142893
3161,72027,"Camuy Municipio, Puerto Rico",35244,35159
3162,72029,"Canóvanas Municipio, Puerto Rico",43335,47648
3163,72031,"Carolina Municipio, Puerto Rico",186076,176762
3164,72033,"Cataño Municipio, Puerto Rico",30071,28140
3165,72035,"Cayey Municipio, Puerto Rico",47370,48119
3166,72037,"Ceiba Municipio, Puerto Rico",18004,13631
3167,72039,"Ciales Municipio, Puerto Rico",19811,18782
3168,72041,"Cidra Municipio, Puerto Rico",42753,43480
3169,72043,"Coamo Municipio, Puerto Rico",37597,40512
3170,72045,"Comerío Municipio, Puerto Rico",20002,20778
3171,72047,"Corozal Municipio, Puerto Rico",36867,37142
3172,72049,"Culebra Municipio, Puerto Rico",1868,1818
3173,72051,"Dorado Municipio, Puerto Rico",34017,38165
3174,72053,"Fajardo Municipio, Puerto Rico",40712,36993
3175,72054,"Florida Municipio, Puerto Rico",12367,12680
3176,72055,"Guánica Municipio, Puerto Rico",21888,19427
3177,72057,"Guayama Municipio, Puerto Rico",44301,45362
3178,72059,"Guayanilla Municipio, Puerto Rico",23072,21581
3179,72061,"Guaynabo Municipio, Puerto Rico",100053,97924
3180,72063,"Gurabo Municipio, Puerto Rico",36743,45369
3181,72065,"Hatillo Municipio, Puerto Rico",38925,41953
3182,72067,"Hormigueros Municipio, Puerto Rico",16614,17250
3183,72069,"Humacao Municipio, Puerto Rico",59035,58466
3184,72071,"Isabela Municipio, Puerto Rico",44444,45631
3185,72073,"Jayuya Municipio, Puerto Rico",17318,16642
3186,72075,"Juana Díaz Municipio, Puerto Rico",50531,50747
3187,72077,"Juncos Municipio, Puerto Rico",36452,40290
3188,72079,"Lajas Municipio, Puerto Rico",26261,25753
3189,72081,"Lares Municipio, Puerto Rico",34415,30753
3190,72083,"Las Marías Municipio, Puerto Rico",11061,9881
3191,72085,"Las Piedras Municipio, Puerto Rico",34485,38675
3192,72087,"Loíza Municipio, Puerto Rico",32537,30060
3193,72089,"Luquillo Municipio, Puerto Rico",19817,20068
3194,72091,"Manatí Municipio, Puerto Rico",45409,44113
3195,72093,"Maricao Municipio, Puerto Rico",6449,6276
3196,72095,"Maunabo Municipio, Puerto Rico",12741,12225
3197,72097,"Mayagüez Municipio, Puerto Rico",98434,89080
3198,72099,"Moca Municipio, Puerto Rico",39697,40109
3199,72101,"Morovis Municipio, Puerto Rico",29965,32610
3200,72103,"Naguabo Municipio, Puerto Rico",23753,26720
3201,72105,"Naranjito Municipio, Puerto Rico",29709,30402
3202,72107,"Orocovis Municipio, Puerto Rico",23844,23423
3203,72109,"Patillas Municipio, Puerto Rico",20152,19277
3204,72111,"Peñuelas Municipio, Puerto Rico",26719,24282
3205,72113,"Ponce Municipio, Puerto Rico",186475,166327
3206,72115,"Quebradillas Municipio, Puerto Rico",25450,25919
3207,72117,"Rincón Municipio, Puerto Rico",14767,15200
3208,72119,"Río Grande Municipio, Puerto Rico",52362,54304
3209,72121,"Sabana Grande Municipio, Puerto Rico",25935,25265
3210,72123,"Salinas Municipio, Puerto Rico",31113,31078
3211,72125,"San Germán Municipio, Puerto Rico",37105,35527
3212,72127,"San Juan Municipio, Puerto Rico",434374,395326
3213,72129,"San Lorenzo Municipio, Puerto Rico",40997,41058
3214,72131,"San Sebastián Municipio, Puerto Rico",44204,42430
3215,72133,"Santa Isabel Municipio, Puerto Rico",21665,23274
3216,72135,"Toa Alta Municipio, Puerto Rico",63929,74066
3217,72137,"Toa Baja Municipio, Puerto Rico",94085,89609
3218,72139,"Trujillo Alto Municipio, Puerto Rico",75728,74842
3219,72141,"Utuado Municipio, Puerto Rico",35336,33149
3220,72143,"Vega Alta Municipio, Puerto Rico",37910,39951
3221,72145,"Vega Baja Municipio, Puerto Rico",61929,59662
3222,72147,"Vieques Municipio, Puerto Rico",9106,9301
3223,72149,"Villalba Municipio, Puerto Rico",27913,26073
3224,72151,"Yabucoa Municipio, Puerto Rico",39246,37941
3225,72153,"Yauco Municipio, Puerto Rico",46384,42043
