w_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05,createdate
090010102011001,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,20190825
090010102011002,10,0,8,2,3,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,8,0,0,2,0,0,7,3,1,2,3,4,1,9,0,5,2,0,3,10,0,0,0,0,20190825
090010102011004,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,2,2,0,0,0,0,20190825
090010102011005,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,2,0,2,0,0,0,0,20190825
090010102011009,4,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,0,0,1,0,0,2,2,1,0,2,1,1,3,1,1,0,0,2,4,0,0,0,0,20190825
090010102011012,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,1,0,1,0,2,0,1,1,0,0,2,0,0,0,0,20190825
090010102011013,8,0,4,4,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,4,4,2,2,0,4,4,4,0,4,1,0,3,8,0,0,0,0,20190825
090010102011017,3,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,2,1,2,1,0,0,0,0,3,3,0,0,0,0,20190825
090010102011018,7,0,5,2,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,1,0,0,5,2,3,0,2,2,2,5,0,0,0,2,5,7,0,0,0,0,20190825
090010102011020,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,20190825
090010102011022,9,3,2,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,1,0,0,0,2,7,2,1,1,2,2,3,6,0,0,4,0,5,9,0,0,0,0,20190825
090010102011024,10,0,7,3,0,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,7,1,1,1,0,0,8,2,3,1,1,5,2,8,2,3,2,2,1,10,0,0,0,0,20190825
090010102011028,5,0,3,2,0,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,3,2,2,1,0,2,1,4,0,0,1,0,4,5,0,0,0,0,20190825
090010102011030,36,1,17,18,4,11,21,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,0,27,0,24,5,1,5,0,1,21,15,7,10,3,15,6,30,2,2,7,6,19,36,0,0,0,0,20190825
090010102011033,6,0,3,3,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,3,2,0,1,0,0,5,1,1,3,2,0,5,1,0,0,2,0,4,6,0,0,0,0,20190825
090010102012000,14,1,9,4,0,3,11,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,8,0,7,2,0,4,0,1,13,1,2,2,3,6,2,12,0,1,0,2,11,14,0,0,0,0,20190825
090010102012003,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,20190825
090010102012005,109,41,40,28,23,30,56,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,98,0,8,0,83,9,4,11,0,2,75,34,14,16,18,20,72,37,0,0,1,3,105,9,0,100,0,0,20190825
090010102012006,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,20190825
090010102012007,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,20190825
090010102012008,9,2,3,4,1,3,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,7,2,0,0,0,0,4,5,1,2,2,2,8,1,0,0,0,2,7,0,9,0,0,0,20190825
090010102012009,6,1,2,3,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,5,1,0,1,0,4,2,4,1,0,0,0,5,6,0,0,0,0,20190825
090010102012012,4,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,4,0,1,0,2,1,0,4,0,0,0,0,4,4,0,0,0,0,20190825
090010102012014,10,4,5,1,0,4,6,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,1,0,6,2,2,0,0,0,7,3,3,1,0,2,5,5,0,1,0,6,3,8,0,0,2,0,20190825
090010102012016,13,1,9,3,1,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,11,0,0,1,1,0,7,6,4,2,1,5,5,8,0,0,0,1,12,13,0,0,0,0,20190825
090010102012018,293,44,169,80,18,41,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,10,0,264,19,0,7,1,2,262,31,18,43,56,132,96,197,0,3,0,3,287,11,0,0,282,0,20190825
090010102012020,4,0,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,3,1,2,1,0,1,1,3,0,0,0,0,4,0,4,0,0,0,20190825
090010102013000,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,2,0,2,0,0,0,0,2,0,0,0,0,20190825
090010102013002,3,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,0,0,3,0,0,1,0,0,0,3,2,0,0,0,1,3,0,0,0,0,20190825
090010102013004,42,11,15,16,2,2,38,0,0,0,0,0,0,37,0,0,1,0,0,0,0,0,0,0,0,4,0,36,4,0,2,0,0,35,7,4,10,10,7,28,14,0,2,0,0,40,5,37,0,0,0,20190825
090010102013007,37,9,23,5,8,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,32,4,1,0,0,0,14,23,10,6,5,7,18,19,1,2,0,0,34,2,33,0,0,2,20190825
090010102013008,11,2,5,4,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,7,2,1,1,0,0,10,1,0,3,2,4,6,5,3,0,0,1,7,1,1,0,0,9,20190825
090010102013012,13,1,9,3,3,2,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,12,0,0,1,0,0,10,3,2,1,5,4,1,12,0,0,0,5,8,13,0,0,0,0,20190825
090010102013013,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,2,0,2,0,0,0,0,20190825
090010102013015,3,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,2,1,0,1,0,0,0,3,0,0,0,2,1,3,0,0,0,0,20190825
090010102013016,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,2,2,0,0,0,0,20190825
090010102013017,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,0,1,1,1,0,0,0,2,0,2,0,0,0,0,20190825
090010102013018,18,0,7,11,3,6,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,12,1,0,5,0,0,11,7,6,3,3,6,3,15,1,0,0,2,15,18,0,0,0,0,20190825
090010102013020,6,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,1,0,0,0,0,3,3,2,1,2,1,0,6,0,0,0,0,6,6,0,0,0,0,20190825
090010102013022,4,0,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,4,0,0,1,2,1,0,4,3,0,0,1,0,4,0,0,0,0,20190825
090010102021000,10,0,2,8,4,1,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,5,0,3,2,0,0,8,2,1,3,2,4,4,6,1,0,1,0,8,10,0,0,0,0,20190825
090010102021002,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,2,1,0,0,0,3,2,1,0,1,0,0,2,1,0,2,0,0,20190825
090010102021004,2,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,0,0,0,2,0,0,0,0,20190825
090010102021005,10,1,6,3,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,6,0,4,3,0,2,0,1,7,3,1,1,3,4,4,6,0,0,2,1,7,6,0,1,3,0,20190825
090010102021006,8,0,2,6,1,2,5,0,0,0,0,0,2,0,0,0,2,0,0,1,2,0,1,0,0,0,0,7,0,0,1,0,0,8,0,0,0,2,6,4,4,0,0,0,0,8,5,0,0,1,2,20190825
090010102021007,6,0,5,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,5,0,0,1,0,0,5,1,0,0,3,3,2,4,1,0,1,0,4,6,0,0,0,0,20190825
090010102021010,2,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,20190825
090010102021012,3,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,2,3,0,0,0,0,0,3,0,0,0,0,3,20190825
090010102022000,7,4,1,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,1,0,1,3,4,2,1,0,0,2,5,5,0,0,0,2,7,0,0,0,0,20190825
090010102022001,21,4,11,6,9,1,11,0,0,0,0,0,6,0,0,0,6,0,0,0,0,2,0,0,0,7,0,19,0,0,2,0,0,19,2,1,4,2,10,9,12,6,1,5,7,2,19,0,0,0,2,20190825
090010102022004,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,1,1,2,0,1,1,3,3,0,0,0,1,4,0,0,0,0,20190825
090010102022005,11,0,8,3,4,2,5,0,0,0,4,0,0,0,0,0,2,0,1,0,2,0,0,0,0,2,0,9,2,0,0,0,0,9,2,2,1,3,5,7,4,0,2,1,1,7,10,0,1,0,0,20190825
090010102022007,24,2,12,10,8,11,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,0,0,3,0,16,4,3,1,0,0,17,7,5,6,4,7,6,18,3,0,0,0,21,6,17,0,0,1,20190825
090010102022009,7,1,5,1,3,3,1,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,6,1,1,1,2,2,5,2,0,0,0,5,2,7,0,0,0,0,20190825
090010102022010,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,20190825
090010102022011,7,1,2,4,0,0,7,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,2,1,3,5,2,0,0,4,0,3,6,1,0,0,0,20190825
090010102022014,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,20190825
090010102023002,12,1,6,5,4,2,6,0,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,5,0,9,3,0,0,0,0,9,3,5,1,1,4,3,9,0,0,3,3,6,9,0,2,0,1,20190825
090010102023003,19,4,10,5,1,13,5,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,7,0,14,2,0,2,0,1,14,5,6,5,1,3,14,5,0,5,1,1,12,18,1,0,0,0,20190825
090010102023008,12,2,6,4,4,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,11,1,0,3,4,3,11,1,0,0,0,0,12,0,12,0,0,0,20190825
090010102023010,54,1,32,21,5,22,27,0,0,0,23,1,2,0,0,0,0,0,0,0,27,0,0,0,0,1,0,46,4,0,3,1,0,36,18,8,21,12,12,37,17,3,1,1,26,23,52,0,2,0,0,20190825
090010102023011,89,9,61,19,7,24,58,0,0,0,50,0,3,0,0,3,0,2,2,0,10,0,18,0,0,1,0,77,4,1,5,0,2,66,23,14,17,17,32,54,35,0,0,7,29,53,25,56,5,0,3,20190825
090010102023013,7,4,0,3,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,3,3,4,0,0,0,0,7,7,0,0,0,0,20190825
090010102023015,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,20190825
090010102024000,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,1,0,0,1,1,1,2,0,0,0,0,0,2,0,0,0,20190825
090010102024001,107,12,69,26,9,10,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,7,1,0,8,0,104,2,0,0,0,1,93,14,9,11,22,53,41,66,0,9,0,1,97,19,0,88,0,0,20190825
090010102024003,3,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,1,1,3,0,0,0,0,3,0,0,3,0,0,0,20190825
090010102024004,13,4,7,2,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,10,2,0,0,0,1,4,9,5,2,0,2,10,3,0,0,0,0,13,13,0,0,0,0,20190825
090010102024005,20,0,10,10,4,10,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,15,0,13,7,0,0,0,0,13,7,6,4,5,5,3,17,1,0,0,1,18,13,0,7,0,0,20190825
090010102024011,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,0,0,0,2,2,0,0,0,0,2,0,0,0,0,20190825
090010102024012,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,20190825
090010103001001,181,72,62,47,96,45,40,0,0,0,4,0,1,0,0,0,1,0,1,0,0,12,0,0,0,162,0,158,9,0,4,0,10,152,29,4,31,27,47,49,132,2,2,1,15,161,29,0,150,0,2,20190825
090010103001002,11,0,9,2,2,4,5,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,8,0,8,0,0,3,0,0,6,5,2,4,2,3,4,7,0,3,0,2,6,10,0,1,0,0,20190825
090010103001007,38,9,21,8,5,9,24,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,16,0,0,6,0,33,0,0,4,0,1,28,10,3,4,8,14,14,24,0,0,0,0,38,14,11,12,0,1,20190825
090010103001008,13,9,4,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,4,0,0,0,0,9,4,1,0,1,2,4,9,0,0,0,0,13,0,0,0,0,13,20190825
090010103001010,4,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,1,0,0,0,1,3,3,0,1,0,0,4,1,1,0,0,2,4,0,0,0,0,20190825
090010103002001,243,43,129,71,24,42,177,0,0,0,0,0,0,0,0,0,2,2,0,1,0,193,0,0,28,17,0,213,16,0,9,0,5,220,23,19,27,38,116,52,191,9,13,0,1,220,20,0,197,0,26,20190825
090010103002007,3,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,1,2,0,0,1,2,0,3,0,0,0,1,2,3,0,0,0,0,20190825
090010103002009,8,1,4,3,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,1,0,0,6,2,1,2,1,3,0,8,0,4,3,0,1,8,0,0,0,0,20190825
090010103002010,231,37,114,80,7,36,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,7,4,0,211,12,0,5,0,3,207,24,15,31,44,104,112,119,0,0,0,2,229,13,0,213,0,5,20190825
090010103002011,20,1,11,8,1,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,19,1,0,2,6,11,2,18,0,0,0,16,4,19,0,0,0,1,20190825
090010103002012,11,1,8,2,4,4,3,0,0,0,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,2,3,5,5,6,0,4,0,5,2,11,0,0,0,0,20190825
090010103002013,14,0,10,4,3,4,7,0,0,0,0,0,0,5,0,2,0,0,1,0,0,0,1,0,0,5,0,10,4,0,0,0,0,12,2,3,4,1,6,6,8,1,0,0,0,13,13,0,0,0,1,20190825
090010103002014,48,15,28,5,6,3,39,0,0,0,0,0,3,0,0,0,37,0,0,0,2,0,0,0,0,6,0,36,4,0,8,0,0,45,3,1,12,9,11,37,11,0,1,4,2,41,11,36,0,0,1,20190825
090010103002015,1741,227,1002,512,172,297,1272,0,0,0,0,0,0,0,0,0,25,0,2,0,29,0,1660,0,6,19,0,1192,324,6,197,1,21,1517,224,155,252,403,704,442,1299,8,9,27,0,1697,39,93,24,8,1577,20190825
090010103002018,93,20,53,20,4,16,73,0,0,0,0,0,1,9,0,0,55,0,0,1,15,0,11,0,1,0,0,73,4,0,12,2,2,81,12,8,12,18,35,53,40,5,3,12,8,65,42,34,12,0,5,20190825
090010103002019,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,1,0,1,0,2,1,0,0,1,0,2,0,0,0,0,20190825
090010103003000,18,0,6,12,4,5,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,15,2,1,0,0,0,12,6,2,7,3,6,4,14,0,1,2,2,13,17,0,0,0,1,20190825
090010103003001,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,2,2,0,0,0,0,20190825
090010103003003,4,0,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,1,3,3,1,0,0,2,2,4,0,0,0,0,1,3,0,0,0,20190825
090010103003005,29,1,16,12,9,6,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,7,0,13,2,0,14,0,0,26,3,2,5,4,17,10,19,0,0,0,1,28,6,0,23,0,0,20190825
090010103003008,5,1,1,3,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,5,0,0,0,0,0,4,1,0,2,0,2,1,4,0,0,0,0,5,5,0,0,0,0,20190825
090010103003009,183,28,111,44,28,31,124,0,0,0,0,0,9,0,0,0,0,0,2,0,0,111,0,0,0,61,0,164,5,1,9,2,2,140,43,17,33,37,68,76,107,0,1,0,12,170,16,1,163,0,3,20190825
090010103003011,3,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,1,1,1,1,0,2,1,0,0,0,0,3,3,0,0,0,0,20190825
090010103003013,121,20,68,33,22,24,75,0,0,0,17,0,4,6,0,0,0,0,0,0,1,0,91,0,0,2,0,101,5,0,15,0,0,97,24,9,23,22,47,48,73,0,1,0,16,104,104,0,5,0,12,20190825
090010103003014,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,20190825
090010103004000,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,2,2,0,0,0,0,20190825
090010103004001,6,1,2,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,1,2,4,2,1,0,2,1,5,0,0,0,0,6,6,0,0,0,0,20190825
090010103004002,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,20190825
090010103004005,20,1,8,11,8,2,10,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,12,0,16,3,0,1,0,0,15,5,2,4,2,11,10,10,1,1,1,5,12,20,0,0,0,0,20190825
090010103004007,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,20190825
090010103004009,5,0,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,2,0,0,2,3,1,1,2,1,1,4,0,0,2,2,1,5,0,0,0,0,20190825
090010103004010,184,29,111,44,9,38,137,0,0,0,0,0,0,0,0,0,3,0,0,0,0,125,0,0,54,2,0,176,6,0,1,0,1,169,15,21,32,41,61,60,124,2,1,0,2,179,6,0,133,0,45,20190825
090010103004011,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,2,0,2,0,0,0,0,20190825
090010103004014,16,12,3,1,6,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,12,2,0,1,0,1,11,5,0,0,2,2,3,13,0,0,0,2,14,16,0,0,0,0,20190825
090010103004015,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,20190825
090010103004016,271,57,141,73,41,78,152,0,0,0,29,0,0,61,0,0,6,0,12,0,0,0,142,0,7,14,0,222,32,0,14,0,3,214,57,28,48,56,82,98,173,1,9,18,12,231,118,15,60,0,78,20190825
090010103004018,5,0,1,4,1,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,5,0,0,0,0,0,4,1,0,2,1,2,2,3,0,0,1,0,4,5,0,0,0,0,20190825
090010103004019,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,20190825
090010103004021,85,8,34,43,2,16,67,0,0,0,0,0,27,0,0,0,38,0,8,0,5,0,0,0,0,7,0,69,7,0,9,0,0,78,7,5,16,10,46,51,34,0,0,1,0,84,39,35,1,0,10,20190825
090010103004022,276,45,168,63,64,82,130,0,0,0,0,0,0,9,0,0,11,0,15,0,0,0,173,0,30,38,0,167,86,1,20,0,2,235,41,33,50,58,90,80,196,1,2,97,50,126,96,76,102,0,2,20190825
090010103005000,12,1,4,7,2,1,9,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,6,0,11,0,0,1,0,0,8,4,2,1,3,5,5,7,2,4,0,2,4,8,0,0,3,1,20190825
090010103005002,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,1,0,0,3,0,0,0,3,0,0,3,0,0,0,1,2,3,0,0,0,0,20190825
090010103005003,21,4,10,7,1,6,14,0,0,0,0,0,0,11,0,0,5,0,0,0,2,2,0,0,0,1,0,17,3,0,0,0,1,17,4,0,3,3,11,11,10,0,3,0,2,16,12,0,0,0,9,20190825
090010103005004,2,0,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,0,2,1,0,1,0,0,20190825
090010103005006,6,0,6,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,1,1,0,0,1,0,6,1,1,3,1,2,4,0,1,0,0,5,6,0,0,0,0,20190825
090010103005009,6,1,4,1,1,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,2,4,1,1,1,2,1,5,0,0,0,4,2,3,2,1,0,0,20190825
090010103005011,130,28,64,38,5,34,91,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,5,0,112,14,1,3,0,0,96,34,18,27,17,40,102,28,1,1,0,3,125,10,21,0,1,98,20190825
090010103005012,392,67,239,86,52,80,260,0,0,0,0,47,34,41,0,0,85,4,23,2,10,1,102,6,36,1,0,306,58,1,20,0,7,334,58,23,70,80,152,194,198,4,14,9,19,346,93,82,130,63,24,20190825
090010103005014,321,61,201,59,9,63,249,0,0,0,0,0,0,0,0,0,112,0,8,5,0,0,192,1,0,3,0,266,38,3,13,0,1,282,39,18,37,66,139,152,169,8,3,0,2,308,60,0,200,0,61,20190825
090010103005016,711,125,474,112,11,42,658,0,0,0,0,0,3,5,26,15,414,21,129,71,19,0,0,0,8,0,0,585,35,2,77,1,11,666,45,54,84,135,313,432,279,51,4,37,51,568,165,73,278,5,190,20190825
090010103005017,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,20190825
