id,name,stco,subreg,P_AsianO18,P_BlackO18,P_HispO18,P_NonHispO18,P_O18,P_OtherO18,P_TwoO18,P_WhiteO18,geotype,yr
3607150045,"Newburgh town, Orange County, New York",36071,MHV,768,2480,3286,37422,40708,102,364,33708,municipality,2000
3607150045,"Newburgh town, Orange County, New York",36071,MHV,636,2393,3115,19928,23043,97,272,16530,municipality,2010
3607150848,"New Windsor town, Orange County, New York",36071,MHV,584,1912,3332,30272,33604,128,360,27288,municipality,2000
3607150848,"New Windsor town, Orange County, New York",36071,MHV,614,1825,3190,15913,19103,62,270,13142,municipality,2010
3607159388,"Port Jervis city, Orange County, New York",36071,MHV,92,446,742,12056,12798,84,120,11314,municipality,2000
3607159388,"Port Jervis city, Orange County, New York",36071,MHV,81,368,625,5971,6596,39,134,5349,municipality,2010
3607175781,"Tuxedo town, Orange County, New York",36071,MHV,150,64,208,5016,5224,18,44,4740,municipality,2000
3607175781,"Tuxedo town, Orange County, New York",36071,MHV,137,50,187,2680,2867,5,22,2466,municipality,2010
3607177992,"Wallkill town, Orange County, New York",36071,MHV,860,2852,4280,32104,36384,106,560,27726,municipality,2000
3607177992,"Wallkill town, Orange County, New York",36071,MHV,632,2829,4045,16832,20877,134,327,12910,municipality,2010
3607178366,"Warwick town, Orange County, New York",36071,MHV,344,1960,2686,42112,44798,164,374,39270,municipality,2000
3607178366,"Warwick town, Orange County, New York",36071,MHV,333,1177,2172,22391,24563,116,225,20540,municipality,2010
3607178839,"Wawayanda town, Orange County, New York",36071,MHV,134,146,442,8400,8842,26,66,8028,municipality,2000
3607178839,"Wawayanda town, Orange County, New York",36071,MHV,103,222,517,4783,5300,12,46,4400,municipality,2010
3607182755,"Woodbury town, Orange County, New York",36071,MHV,326,354,932,12150,13082,34,112,11324,municipality,2000
3607182755,"Woodbury town, Orange County, New York",36071,MHV,458,441,1069,6848,7917,32,104,5813,municipality,2010
3607912529,"Carmel town, Putnam County, New York",36079,LHV,530,488,2668,45350,48018,98,398,43836,municipality,2000
3607912529,"Carmel town, Putnam County, New York",36079,LHV,414,392,2370,23294,25664,48,147,22293,municipality,2010
3607939331,"Kent town, Putnam County, New York",36079,LHV,260,252,1034,19622,20656,54,160,18896,municipality,2000
3607939331,"Kent town, Putnam County, New York",36079,LHV,171,224,1191,9311,10502,35,91,8790,municipality,2010
3607956748,"Patterson town, Putnam County, New York",36079,LHV,240,602,1098,15474,16572,38,174,14420,municipality,2000
3607956748,"Patterson town, Putnam County, New York",36079,LHV,164,391,1105,8159,9264,33,85,7486,municipality,2010
3607957584,"Philipstown town, Putnam County, New York",36079,LHV,154,134,444,13884,14328,36,94,13466,municipality,2000
3607957584,"Philipstown town, Putnam County, New York",36079,LHV,114,112,455,7046,7501,28,77,6715,municipality,2010
3607960147,"Putnam Valley town, Putnam County, New York",36079,LHV,126,234,922,14746,15668,58,118,14210,municipality,2000
3607960147,"Putnam Valley town, Putnam County, New York",36079,LHV,161,171,782,8175,8957,19,107,7717,municipality,2010
3607968924,"Southeast town, Putnam County, New York",36079,LHV,400,452,2066,23434,25500,34,124,22424,municipality,2000
3607968924,"Southeast town, Putnam County, New York",36079,LHV,318,246,2279,11893,14172,27,90,11212,municipality,2010
3608160323,"Queens borough, Queens County, New York",36081,NYC,601134,611348,806212,2634098,3440310,48222,136118,1237276,municipality,2000
3608160323,"Queens borough, Queens County, New York",36081,NYC,407926,305075,459179,1309642,1768821,28521,41029,527091,municipality,2010
3608570915,"Staten Island borough, Richmond County, New York",36085,NYC,37272,51428,69422,591518,660940,2024,9760,491034,municipality,2000
3608570915,"Staten Island borough, Richmond County, New York",36085,NYC,27049,31490,54618,304911,359529,1288,3931,241153,municipality,2010
3608715968,"Clarkstown town, Rockland County, New York",36087,LHV,9116,8394,7834,115702,123536,286,1396,96510,municipality,2000
3608715968,"Clarkstown town, Rockland County, New York",36087,LHV,6616,5675,6704,57779,64483,180,749,44559,municipality,2010
3608732765,"Haverstraw town, Rockland County, New York",36087,LHV,1578,4216,14280,35558,49838,194,666,28904,municipality,2000
3608732765,"Haverstraw town, Rockland County, New York",36087,LHV,1196,3356,10357,17412,27769,83,332,12445,municipality,2010
3608755211,"Orangetown town, Rockland County, New York",36087,LHV,4604,4104,4328,69586,73914,152,984,59742,municipality,2000
3608755211,"Orangetown town, Rockland County, New York",36087,LHV,2704,2312,3546,35039,38585,107,364,29552,municipality,2010
3608760510,"Ramapo town, Rockland County, New York",36087,LHV,7394,24014,12830,131764,144594,748,2908,96700,municipality,2000
3608760510,"Ramapo town, Rockland County, New York",36087,LHV,3950,14214,12278,69494,81772,358,906,50066,municipality,2010
3608771674,"Stony Point town, Rockland County, New York",36087,LHV,274,234,1256,19796,21052,52,122,19114,municipality,2000
3608771674,"Stony Point town, Rockland County, New York",36087,LHV,299,350,1250,10248,11498,20,96,9483,municipality,2010
3601594,"Amagansett CDP, New York",36103,LI,4,11,32,831,863,6,4,806,municipality,2000
3601594,"Amagansett CDP, New York",36103,LI,15,12,99,864,963,0,3,834,municipality,2010
3602044,"Amityville village, New York",36103,LI,91,513,558,6817,7375,17,80,6116,municipality,2000
3602044,"Amityville village, New York",36103,LI,141,610,877,6963,7840,17,60,6135,municipality,2010
3602374,"Aquebogue CDP, New York",36103,LI,6,88,43,1684,1727,2,12,1576,municipality,2000
3602374,"Aquebogue CDP, New York",36103,LI,4,79,201,1772,1973,1,7,1681,municipality,2010
3602737,"Asharoken village, New York",36103,LI,15,1,6,506,512,1,0,489,municipality,2000
3602737,"Asharoken village, New York",36103,LI,10,0,13,519,532,0,2,507,municipality,2010
3603408,"Babylon village, New York",36103,LI,130,235,435,8942,9377,20,132,8425,municipality,2000
3603408,"Babylon village, New York",36103,LI,214,175,592,8800,9392,20,86,8305,municipality,2010
3604055,"Baiting Hollow CDP, New York",36103,LI,7,14,47,1128,1175,0,1,1106,municipality,2000
3604055,"Baiting Hollow CDP, New York",36103,LI,10,12,71,1316,1387,2,3,1289,municipality,2010
3604913,"Bayport CDP, New York",36103,LI,77,49,208,6236,6444,6,44,6060,municipality,2000
3604913,"Bayport CDP, New York",36103,LI,117,87,295,6384,6679,7,38,6135,municipality,2010
3604935,"Bay Shore CDP, New York",36103,LI,415,2600,3156,14526,17682,93,330,11088,municipality,2000
3604935,"Bay Shore CDP, New York",36103,LI,640,3199,5532,14339,19871,106,312,10082,municipality,2010
3605039,"Baywood CDP, New York",36103,LI,92,425,1152,4359,5511,19,104,3719,municipality,2000
3605039,"Baywood CDP, New York",36103,LI,213,701,1744,3829,5573,39,71,2805,municipality,2010
3605672,"Belle Terre village, New York",36103,LI,32,6,12,614,626,2,8,566,municipality,2000
3605672,"Belle Terre village, New York",36103,LI,24,7,20,576,596,0,4,541,municipality,2010
3605771,"Bellport village, New York",36103,LI,31,23,34,1887,1921,8,14,1811,municipality,2000
3605771,"Bellport village, New York",36103,LI,19,24,56,1669,1725,7,22,1597,municipality,2010
3607069,"Blue Point CDP, New York",36103,LI,29,13,116,3112,3228,5,7,3058,municipality,2000
3607069,"Blue Point CDP, New York",36103,LI,53,25,123,3485,3608,17,12,3378,municipality,2010
3607157,"Bohemia CDP, New York",36103,LI,178,68,312,7266,7578,11,43,6966,municipality,2000
3607157,"Bohemia CDP, New York",36103,LI,174,75,470,7472,7942,8,37,7178,municipality,2010
3608026,"Brentwood CDP, New York",36103,LI,777,5504,19673,18132,37805,216,715,10920,municipality,2000
3608026,"Brentwood CDP, New York",36103,LI,876,6113,29149,14973,44122,193,460,7331,municipality,2010
3608136,"Bridgehampton CDP, New York",36103,LI,9,167,35,1102,1137,9,9,908,municipality,2000
3608136,"Bridgehampton CDP, New York",36103,LI,19,194,194,1246,1440,8,9,1016,municipality,2010
3608323,"Brightwaters village, New York",36103,LI,31,28,70,2290,2360,3,11,2217,municipality,2000
3608323,"Brightwaters village, New York",36103,LI,33,28,106,2195,2301,2,18,2114,municipality,2010
3609000,"Brookhaven CDP, New York",36103,LI,12,188,147,2522,2669,10,31,2281,municipality,2000
3609000,"Brookhaven CDP, New York",36103,LI,18,135,149,2616,2765,7,13,2443,municipality,2010
3611781,"Calverton CDP, New York",36103,LI,39,252,232,4316,4548,17,37,3971,municipality,2000
3611781,"Calverton CDP, New York",36103,LI,46,334,316,5028,5344,11,31,4606,municipality,2010
3613376,"Centereach CDP, New York",36103,LI,615,377,1302,18601,19903,41,149,17419,municipality,2000
3613376,"Centereach CDP, New York",36103,LI,1430,587,2388,21498,23886,40,219,19222,municipality,2010
3613420,"Center Moriches CDP, New York",36103,LI,47,249,307,4676,4983,6,35,4339,municipality,2000
3613420,"Center Moriches CDP, New York",36103,LI,79,197,525,5154,5679,9,48,4821,municipality,2010
3613442,"Centerport CDP, New York",36103,LI,47,10,78,4006,4084,5,4,3940,municipality,2000
3613442,"Centerport CDP, New York",36103,LI,73,18,132,3923,4055,2,16,3814,municipality,2010
3613552,"Central Islip CDP, New York",36103,LI,730,5496,7652,14969,22621,171,491,8081,municipality,2000
3613552,"Central Islip CDP, New York",36103,LI,860,5664,12255,13028,25283,176,413,5915,municipality,2010
3616958,"Cold Spring Harbor CDP, New York",36103,LI,49,19,67,3582,3649,4,26,3484,municipality,2000
3616958,"Cold Spring Harbor CDP, New York",36103,LI,92,22,112,3586,3698,2,18,3452,municipality,2010
3617530,"Commack CDP, New York",36103,LI,972,143,732,26054,26786,35,99,24805,municipality,2000
3617530,"Commack CDP, New York",36103,LI,1427,211,1143,25598,26741,49,166,23745,municipality,2010
3618146,"Copiague CDP, New York",36103,LI,269,560,3057,13767,16824,59,198,12681,municipality,2000
3618146,"Copiague CDP, New York",36103,LI,369,1028,5267,12844,18111,74,155,11218,municipality,2010
3618157,"Coram CDP, New York",36103,LI,860,1942,2157,24013,26170,92,325,20794,municipality,2000
3618157,"Coram CDP, New York",36103,LI,1476,2786,3617,26752,30369,120,388,21982,municipality,2010
3619466,"Cutchogue CDP, New York",36103,LI,12,49,130,2107,2237,1,14,2031,municipality,2000
3619466,"Cutchogue CDP, New York",36103,LI,17,40,176,2519,2695,3,9,2450,municipality,2010
3619972,"Deer Park CDP, New York",36103,LI,574,1687,1461,19718,21179,63,282,17112,municipality,2000
3619972,"Deer Park CDP, New York",36103,LI,1371,2257,2268,19051,21319,68,253,15102,municipality,2010
3620379,"Dering Harbor village, New York",36103,LI,0,0,0,11,11,1,0,10,municipality,2000
3620379,"Dering Harbor village, New York",36103,LI,0,0,0,11,11,0,0,11,municipality,2010
3620687,"Dix Hills CDP, New York",36103,LI,1347,537,680,17939,18619,34,267,15754,municipality,2000
3620687,"Dix Hills CDP, New York",36103,LI,2186,952,993,18527,19520,66,250,15073,municipality,2010
3621985,"East Farmingdale CDP, New York",36103,LI,166,503,488,3509,3997,11,66,2763,municipality,2000
3621985,"East Farmingdale CDP, New York",36103,LI,236,626,983,4069,5052,32,58,3117,municipality,2010
3622183,"East Hampton village, New York",36103,LI,19,16,95,1047,1142,4,13,995,municipality,2000
3622183,"East Hampton village, New York",36103,LI,10,8,97,833,930,0,3,812,municipality,2010
3622200,"East Hampton North CDP, New York",36103,LI,40,198,450,2337,2787,16,38,2045,municipality,2000
3622200,"East Hampton North CDP, New York",36103,LI,36,203,1150,2102,3252,16,35,1812,municipality,2010
3622315,"East Islip CDP, New York",36103,LI,140,53,351,9715,10066,26,54,9442,municipality,2000
3622315,"East Islip CDP, New York",36103,LI,164,102,569,10246,10815,17,66,9897,municipality,2010
3622447,"East Marion CDP, New York",36103,LI,4,5,19,597,616,5,2,581,municipality,2000
3622447,"East Marion CDP, New York",36103,LI,7,6,44,746,790,0,8,725,municipality,2010
3622546,"East Moriches CDP, New York",36103,LI,57,54,141,3207,3348,5,21,3070,municipality,2000
3622546,"East Moriches CDP, New York",36103,LI,33,59,221,3809,4030,6,33,3678,municipality,2010
3622612,"East Northport CDP, New York",36103,LI,338,142,555,14972,15527,26,101,14365,municipality,2000
3622612,"East Northport CDP, New York",36103,LI,449,121,924,14147,15071,23,93,13461,municipality,2010
3622733,"East Patchogue CDP, New York",36103,LI,315,453,1354,14654,16008,39,148,13699,municipality,2000
3622733,"East Patchogue CDP, New York",36103,LI,407,701,2736,15041,17777,58,170,13705,municipality,2010
3622810,"Eastport CDP, New York",36103,LI,12,8,105,1001,1106,2,6,973,municipality,2000
3622810,"Eastport CDP, New York",36103,LI,10,17,111,1327,1438,0,7,1293,municipality,2010
3622832,"East Quogue CDP, New York",36103,LI,22,22,156,3076,3232,6,21,3005,municipality,2000
3622832,"East Quogue CDP, New York",36103,LI,46,41,288,3309,3597,13,15,3194,municipality,2010
3622980,"East Shoreham CDP, New York",36103,LI,63,44,171,3902,4073,3,18,3774,municipality,2000
3622980,"East Shoreham CDP, New York",36103,LI,112,62,233,4569,4802,8,13,4374,municipality,2010
3623316,"Eatons Neck CDP, New York",36103,LI,8,3,9,1044,1053,0,2,1031,municipality,2000
3623316,"Eatons Neck CDP, New York",36103,LI,10,2,23,1047,1070,0,5,1030,municipality,2010
3624405,"Elwood CDP, New York",36103,LI,438,372,372,7700,8072,32,57,6801,municipality,2000
3624405,"Elwood CDP, New York",36103,LI,661,501,592,7587,8179,24,60,6341,municipality,2010
3625417,"Farmingville CDP, New York",36103,LI,206,121,943,10853,11796,22,109,10395,municipality,2000
3625417,"Farmingville CDP, New York",36103,LI,427,238,1279,10352,11631,44,116,9527,municipality,2010
3625839,"Fire Island CDP, New York",36103,LI,2,0,6,240,246,1,3,234,municipality,2000
3625839,"Fire Island CDP, New York",36103,LI,1,10,14,225,239,0,1,213,municipality,2010
3625923,"Fishers Island CDP, New York",36103,LI,1,3,4,222,226,0,3,215,municipality,2000
3625923,"Fishers Island CDP, New York",36103,LI,2,2,2,194,196,1,3,186,municipality,2010
3626121,"Flanders CDP, New York",36103,LI,19,450,322,2311,2633,35,27,1780,municipality,2000
3626121,"Flanders CDP, New York",36103,LI,36,423,1162,2158,3320,31,46,1622,municipality,2010
3626946,"Fort Salonga CDP, New York",36103,LI,127,44,140,6999,7139,2,21,6805,municipality,2000
3626946,"Fort Salonga CDP, New York",36103,LI,174,77,242,7123,7365,17,29,6826,municipality,2010
3628997,"Gilgo-Oak Beach-Captree CDP, New York",36103,LI,8,1,5,283,288,0,0,274,municipality,2000
3628997,"Gilgo-Oak Beach-Captree CDP, New York",36103,LI,3,1,13,333,346,0,1,328,municipality,2010
3629509,"Gordon Heights CDP, New York",36103,LI,39,1125,258,1746,2004,18,62,502,municipality,2000
3629509,"Gordon Heights CDP, New York",36103,LI,63,1387,657,2210,2867,41,73,646,municipality,2010
3630235,"Great River CDP, New York",36103,LI,8,0,20,1078,1098,3,9,1058,municipality,2000
3630235,"Great River CDP, New York",36103,LI,18,6,37,1094,1131,0,3,1067,municipality,2010
3630543,"Greenlawn CDP, New York",36103,LI,259,1392,624,9206,9830,42,102,7411,municipality,2000
3630543,"Greenlawn CDP, New York",36103,LI,416,1392,1154,9066,10220,36,114,7108,municipality,2010
3630576,"Greenport village, New York",36103,LI,4,184,243,1329,1572,3,31,1107,municipality,2000
3630576,"Greenport village, New York",36103,LI,10,178,563,1228,1791,9,12,1019,municipality,2010
3630581,"Greenport West CDP, New York",36103,LI,6,60,65,1288,1353,4,12,1206,municipality,2000
3630581,"Greenport West CDP, New York",36103,LI,12,81,227,1587,1814,8,12,1474,municipality,2010
3631445,"Halesite CDP, New York",36103,LI,17,29,60,1974,2034,3,16,1909,municipality,2000
3631445,"Halesite CDP, New York",36103,LI,29,11,84,1910,1994,4,8,1858,municipality,2010
3631896,"Hampton Bays CDP, New York",36103,LI,60,65,1088,8608,9696,27,59,8397,municipality,2000
3631896,"Hampton Bays CDP, New York",36103,LI,76,124,2748,7918,10666,42,47,7629,municipality,2010
3632732,"Hauppauge CDP, New York",36103,LI,531,162,599,14669,15268,26,116,13834,municipality,2000
3632732,"Hauppauge CDP, New York",36103,LI,864,296,992,14929,15921,35,104,13630,municipality,2010
3632963,"Head of the Harbor village, New York",36103,LI,28,10,17,1039,1056,0,5,996,municipality,2000
3632963,"Head of the Harbor village, New York",36103,LI,32,9,29,1068,1097,2,6,1019,municipality,2010
3635056,"Holbrook CDP, New York",36103,LI,581,257,1108,19329,20437,34,128,18329,municipality,2000
3635056,"Holbrook CDP, New York",36103,LI,800,306,1587,19364,20951,48,119,18091,municipality,2010
3635254,"Holtsville CDP, New York",36103,LI,204,116,779,11426,12205,21,90,10995,municipality,2000
3635254,"Holtsville CDP, New York",36103,LI,608,220,1369,13504,14873,35,93,12548,municipality,2010
3636233,"Huntington CDP, New York",36103,LI,265,277,481,13662,14143,19,91,13010,municipality,2000
3636233,"Huntington CDP, New York",36103,LI,305,298,625,13471,14096,31,96,12741,municipality,2010
3637022,"Huntington Bay village, New York",36103,LI,10,1,11,1130,1141,0,4,1115,municipality,2000
3637022,"Huntington Bay village, New York",36103,LI,22,6,30,1090,1120,0,7,1055,municipality,2010
3637044,"Huntington Station CDP, New York",36103,LI,699,2186,4698,17508,22206,83,321,14219,municipality,2000
3637044,"Huntington Station CDP, New York",36103,LI,880,2380,8444,16424,24868,80,290,12794,municipality,2010
3637840,"Islandia village, New York",36103,LI,136,224,410,1893,2303,2,44,1487,municipality,2000
3637840,"Islandia village, New York",36103,LI,157,310,685,1987,2672,7,35,1478,municipality,2010
3637869,"Islip CDP, New York",36103,LI,295,613,1456,13479,14935,27,148,12396,municipality,2000
3637869,"Islip CDP, New York",36103,LI,345,568,1776,12412,14188,43,119,11337,municipality,2010
3638022,"Islip Terrace CDP, New York",36103,LI,60,18,229,3747,3976,1,11,3657,municipality,2000
3638022,"Islip Terrace CDP, New York",36103,LI,91,70,298,3717,4015,6,33,3517,municipality,2010
3638253,"Jamesport CDP, New York",36103,LI,4,7,84,1127,1211,0,5,1111,municipality,2000
3638253,"Jamesport CDP, New York",36103,LI,7,14,102,1325,1427,0,6,1298,municipality,2010
3639672,"Kings Park CDP, New York",36103,LI,237,108,374,11697,12071,22,85,11245,municipality,2000
3639672,"Kings Park CDP, New York",36103,LI,321,156,632,12617,13249,22,94,12024,municipality,2010
3640530,"Lake Grove village, New York",36103,LI,377,88,330,7224,7554,18,58,6683,municipality,2000
3640530,"Lake Grove village, New York",36103,LI,585,139,586,7871,8457,24,60,7063,municipality,2010
3640838,"Lake Ronkonkoma CDP, New York",36103,LI,353,184,809,14033,14842,39,100,13357,municipality,2000
3640838,"Lake Ronkonkoma CDP, New York",36103,LI,644,293,1333,14030,15363,38,130,12925,municipality,2010
3641465,"Laurel CDP, New York",36103,LI,0,13,17,895,912,2,6,874,municipality,2000
3641465,"Laurel CDP, New York",36103,LI,3,16,82,985,1067,0,9,957,municipality,2010
3642554,"Lindenhurst village, New York",36103,LI,267,159,1236,19151,20387,41,235,18449,municipality,2000
3642554,"Lindenhurst village, New York",36103,LI,401,259,1755,19362,21117,49,155,18498,municipality,2010
3643005,"Lloyd Harbor village, New York",36103,LI,43,16,47,2477,2524,3,8,2407,municipality,2000
3643005,"Lloyd Harbor village, New York",36103,LI,67,24,69,2508,2577,4,12,2401,municipality,2010
3645139,"Manorville CDP, New York",36103,LI,46,91,273,7790,8063,25,38,7590,municipality,2000
3645139,"Manorville CDP, New York",36103,LI,186,165,572,9792,10364,33,59,9349,municipality,2010
3646074,"Mastic CDP, New York",36103,LI,108,505,1085,9305,10390,175,127,8390,municipality,2000
3646074,"Mastic CDP, New York",36103,LI,232,782,2158,8948,11106,51,164,7719,municipality,2010
3646085,"Mastic Beach CDP, New York",36103,LI,73,278,698,7175,7873,36,111,6677,municipality,2000
3646085,"Mastic Beach CDP, New York",36103,LI,127,692,1214,8126,9340,51,113,7143,municipality,2010
3646140,"Mattituck CDP, New York",36103,LI,15,35,73,3149,3222,6,16,3077,municipality,2000
3646140,"Mattituck CDP, New York",36103,LI,27,43,208,3148,3356,6,23,3049,municipality,2010
3646404,"Medford CDP, New York",36103,LI,227,507,1583,14313,15896,48,146,13385,municipality,2000
3646404,"Medford CDP, New York",36103,LI,450,980,2929,15492,18421,85,175,13802,municipality,2010
3646514,"Melville CDP, New York",36103,LI,560,203,369,10454,10823,19,107,9565,municipality,2000
3646514,"Melville CDP, New York",36103,LI,998,432,659,13884,14543,48,140,12266,municipality,2010
3646976,"Middle Island CDP, New York",36103,LI,173,461,452,7065,7517,31,112,6288,municipality,2000
3646976,"Middle Island CDP, New York",36103,LI,280,558,642,7738,8380,44,92,6764,municipality,2010
3647306,"Miller Place CDP, New York",36103,LI,86,34,232,7150,7382,16,41,6973,municipality,2000
3647306,"Miller Place CDP, New York",36103,LI,249,136,402,8522,8924,26,54,8057,municipality,2010
3648054,"Montauk CDP, New York",36103,LI,26,21,726,2355,3081,8,19,2281,municipality,2000
3648054,"Montauk CDP, New York",36103,LI,23,63,419,2345,2764,8,20,2231,municipality,2010
3648450,"Moriches CDP, New York",36103,LI,41,26,80,1972,2052,2,17,1886,municipality,2000
3648450,"Moriches CDP, New York",36103,LI,63,58,186,2210,2396,8,10,2071,municipality,2010
3649066,"Mount Sinai CDP, New York",36103,LI,86,67,239,5871,6110,8,40,5670,municipality,2000
3649066,"Mount Sinai CDP, New York",36103,LI,334,100,454,8512,8966,14,53,8011,municipality,2010
3649424,"Napeague CDP, New York",36103,LI,0,1,10,179,189,1,1,176,municipality,2000
3649424,"Napeague CDP, New York",36103,LI,3,1,5,166,171,1,0,161,municipality,2010
3649825,"Nesconset CDP, New York",36103,LI,270,84,285,8630,8915,15,44,8217,municipality,2000
3649825,"Nesconset CDP, New York",36103,LI,455,119,530,9411,9941,16,48,8773,municipality,2010
3650727,"New Suffolk CDP, New York",36103,LI,1,4,10,284,294,5,1,273,municipality,2000
3650727,"New Suffolk CDP, New York",36103,LI,0,1,18,292,310,0,0,291,municipality,2010
3651286,"Nissequogue village, New York",36103,LI,12,1,24,1124,1148,0,11,1100,municipality,2000
3651286,"Nissequogue village, New York",36103,LI,39,6,35,1240,1275,1,12,1182,municipality,2010
3651396,"North Amityville CDP, New York",36103,LI,141,7461,1431,10201,11632,152,409,2038,municipality,2000
3651396,"North Amityville CDP, New York",36103,LI,136,7309,3440,9596,13036,151,265,1735,municipality,2010
3651418,"Northampton CDP, New York",36103,LI,4,130,25,306,331,2,13,157,municipality,2000
3651418,"Northampton CDP, New York",36103,LI,2,123,90,371,461,1,7,238,municipality,2010
3651440,"North Babylon CDP, New York",36103,LI,287,244,885,12783,13668,32,114,12106,municipality,2000
3651440,"North Babylon CDP, New York",36103,LI,512,686,1488,12183,13671,29,107,10849,municipality,2010
3651495,"North Bay Shore CDP, New York",36103,LI,216,1735,5175,5359,10534,57,279,3072,municipality,2000
3651495,"North Bay Shore CDP, New York",36103,LI,502,2126,8747,5058,13805,77,196,2157,municipality,2010
3651528,"North Bellport CDP, New York",36103,LI,114,1560,1166,4819,5985,79,125,2941,municipality,2000
3651528,"North Bellport CDP, New York",36103,LI,215,1846,2151,5929,8080,103,201,3564,municipality,2010
3652078,"North Great River CDP, New York",36103,LI,32,38,166,2668,2834,4,21,2573,municipality,2000
3652078,"North Great River CDP, New York",36103,LI,56,78,332,2745,3077,5,14,2592,municipality,2010
3652188,"North Haven village, New York",36103,LI,4,3,11,603,614,0,0,596,municipality,2000
3652188,"North Haven village, New York",36103,LI,10,1,18,615,633,0,1,603,municipality,2010
3653198,"North Lindenhurst CDP, New York",36103,LI,178,283,916,7842,8758,19,89,7273,municipality,2000
3653198,"North Lindenhurst CDP, New York",36103,LI,264,406,1514,7374,8888,32,78,6594,municipality,2010
3653319,"North Patchogue CDP, New York",36103,LI,62,61,450,5303,5753,8,55,5117,municipality,2000
3653319,"North Patchogue CDP, New York",36103,LI,97,110,999,4480,5479,10,35,4228,municipality,2010
3653396,"Northport village, New York",36103,LI,62,34,114,5652,5766,7,22,5527,municipality,2000
3653396,"Northport village, New York",36103,LI,87,33,172,5486,5658,8,24,5334,municipality,2010
3653561,"North Sea CDP, New York",36103,LI,38,46,176,3396,3572,14,15,3283,municipality,2000
3653561,"North Sea CDP, New York",36103,LI,58,34,541,3032,3573,10,32,2898,municipality,2010
3653775,"Northville CDP, New York",36103,LI,2,24,33,589,622,1,5,557,municipality,2000
3653775,"Northville CDP, New York",36103,LI,6,13,64,1038,1102,2,9,1008,municipality,2010
3653852,"Northwest Harbor CDP, New York",36103,LI,27,79,189,2098,2287,20,34,1938,municipality,2000
3653852,"Northwest Harbor CDP, New York",36103,LI,44,61,434,2215,2649,5,13,2092,municipality,2010
3654056,"Noyack CDP, New York",36103,LI,15,20,76,2045,2121,10,10,1990,municipality,2000
3654056,"Noyack CDP, New York",36103,LI,41,31,229,2591,2820,9,11,2499,municipality,2010
3654144,"Oakdale CDP, New York",36103,LI,40,109,177,6108,6285,5,20,5934,municipality,2000
3654144,"Oakdale CDP, New York",36103,LI,77,71,237,6124,6361,7,13,5956,municipality,2010
3654430,"Ocean Beach village, New York",36103,LI,1,0,1,107,108,0,0,106,municipality,2000
3654430,"Ocean Beach village, New York",36103,LI,0,0,1,70,71,0,0,70,municipality,2010
3654617,"Old Field village, New York",36103,LI,29,5,14,649,663,1,3,611,municipality,2000
3654617,"Old Field village, New York",36103,LI,43,5,18,695,713,7,6,634,municipality,2010
3655321,"Orient CDP, New York",36103,LI,3,2,5,576,581,2,1,568,municipality,2000
3655321,"Orient CDP, New York",36103,LI,4,7,11,622,633,2,2,607,municipality,2010
3656660,"Patchogue village, New York",36103,LI,126,301,2065,7171,9236,48,137,6559,municipality,2000
3656660,"Patchogue village, New York",36103,LI,147,471,2483,6862,9345,31,104,6109,municipality,2010
3656968,"Peconic CDP, New York",36103,LI,9,10,28,805,833,3,6,777,municipality,2000
3656968,"Peconic CDP, New York",36103,LI,1,20,59,502,561,0,1,480,municipality,2010
3659157,"Poquott village, New York",36103,LI,34,8,30,689,719,0,4,643,municipality,2000
3659157,"Poquott village, New York",36103,LI,46,18,26,702,728,2,2,634,municipality,2010
3659355,"Port Jefferson village, New York",36103,LI,216,98,294,5972,6266,17,44,5597,municipality,2000
3659355,"Port Jefferson village, New York",36103,LI,368,86,336,5807,6143,19,37,5297,municipality,2010
3659377,"Port Jefferson Station CDP, New York",36103,LI,211,104,445,5186,5631,15,61,4795,municipality,2000
3659377,"Port Jefferson Station CDP, New York",36103,LI,338,139,817,5306,6123,15,44,4770,municipality,2010
3660408,"Quiogue CDP, New York",36103,LI,11,68,83,539,622,5,18,437,municipality,2000
3660408,"Quiogue CDP, New York",36103,LI,13,58,114,498,612,11,10,406,municipality,2010
3660422,"Quogue village, New York",36103,LI,4,41,22,816,838,5,7,759,municipality,2000
3660422,"Quogue village, New York",36103,LI,8,17,42,761,803,2,11,723,municipality,2010
3661142,"Remsenburg-Speonk CDP, New York",36103,LI,14,38,106,1932,2038,4,13,1863,municipality,2000
3661142,"Remsenburg-Speonk CDP, New York",36103,LI,17,27,140,1863,2003,3,11,1805,municipality,2010
3661665,"Ridge CDP, New York",36103,LI,77,266,287,9983,10270,32,107,9501,municipality,2000
3661665,"Ridge CDP, New York",36103,LI,182,402,509,10316,10825,15,73,9644,municipality,2010
3661973,"Riverhead CDP, New York",36103,LI,93,1686,648,7332,7980,46,83,5424,municipality,2000
3661973,"Riverhead CDP, New York",36103,LI,174,1534,2446,8122,10568,40,162,6212,municipality,2010
3662066,"Riverside CDP, New York",36103,LI,15,797,227,2230,2457,23,21,1374,municipality,2000
3662066,"Riverside CDP, New York",36103,LI,7,607,705,1816,2521,24,28,1150,municipality,2010
3663319,"Rocky Point CDP, New York",36103,LI,79,44,313,6790,7103,13,64,6590,municipality,2000
3663319,"Rocky Point CDP, New York",36103,LI,162,143,625,9576,10201,26,72,9173,municipality,2010
