id,name,stco,subreg,H_Occ,H_Tot,H_Vac,P_18p,P_Asian,P_Black,P_Hisp,P_NonHisp,P_Other,P_Tot,P_Two,P_White,geotype,yr
3676705,"Valley Stream village, New York",36059,LI,12484,12688,204,27809,2469,2603,4463,31905,245,36368,607,25981,municipality,2000
3676705,"Valley Stream village, New York",36059,LI,12189,12625,436,28854,4237,6544,8344,29167,475,37511,670,17241,municipality,2010
3678146,"Wantagh CDP, New York",36059,LI,6179,6250,71,13798,357,35,619,18352,25,18971,106,17829,municipality,2000
3678146,"Wantagh CDP, New York",36059,LI,6126,6250,124,13790,372,51,889,17982,36,18871,143,17380,municipality,2010
3679444,"Westbury village, New York",36059,LI,4638,4714,76,11089,673,3107,2689,11574,66,14263,370,7358,municipality,2000
3679444,"Westbury village, New York",36059,LI,5078,5271,193,12099,898,3127,4128,11018,94,15146,254,6645,municipality,2010
3680225,"West Hempstead CDP, New York",36059,LI,6024,6110,86,13808,940,1012,1860,16853,77,18713,332,14492,municipality,2000
3680225,"West Hempstead CDP, New York",36059,LI,5939,6130,191,14097,1129,1807,3098,15764,99,18862,305,12424,municipality,2010
3682117,"Williston Park village, New York",36059,LI,2612,2668,56,5571,505,24,313,6948,10,7261,50,6359,municipality,2000
3682117,"Williston Park village, New York",36059,LI,2668,2743,75,5656,852,55,442,6845,22,7287,99,5817,municipality,2010
3682744,"Woodbury CDP, New York",36059,LI,2851,2895,44,6784,630,84,128,8882,9,9010,56,8103,municipality,2000
3682744,"Woodbury CDP, New York",36059,LI,3054,3178,124,6932,912,114,199,8708,12,8907,84,7586,municipality,2010
3682942,"Woodmere CDP, New York",36059,LI,5349,5462,113,11847,604,269,587,15860,33,16447,100,14854,municipality,2000
3682942,"Woodmere CDP, New York",36059,LI,5336,5570,234,12210,786,687,790,16331,38,17121,82,14738,municipality,2010
3682986,"Woodsburgh village, New York",36059,LI,257,268,11,556,6,2,18,813,2,831,1,802,municipality,2000
3682986,"Woodsburgh village, New York",36059,LI,267,300,33,594,22,7,23,755,6,778,5,715,municipality,2010
3605929113,"Glen Cove city, Nassau County, New York",36059,LI,18922,19468,546,41958,2164,3228,10672,42572,154,53244,738,36288,municipality,2000
3605929113,"Glen Cove city, Nassau County, New York",36059,LI,9764,10352,588,21403,1235,1728,7513,19451,123,26964,352,16013,municipality,2010
3605934000,"Hempstead town, Nassau County, New York",36059,LI,493656,504572,10916,1127146,52854,215858,173314,1338534,6328,1511848,20790,1042704,municipality,2000
3605934000,"Hempstead town, Nassau County, New York",36059,LI,246456,256734,10278,580059,39084,119480,132154,627603,4338,759757,9818,454883,municipality,2010
3605943335,"Long Beach city, Nassau County, New York",36059,LI,29846,32256,2410,57770,1628,4142,9080,61844,518,70924,900,54656,municipality,2000
3605943335,"Long Beach city, Nassau County, New York",36059,LI,14809,16450,1641,27853,881,1958,4691,28584,226,33275,402,25117,municipality,2010
3605953000,"North Hempstead town, Nassau County, New York",36059,LI,153640,157854,4214,340372,40418,27302,43744,401478,1258,445222,6976,325524,municipality,2000
3605953000,"North Hempstead town, Nassau County, New York",36059,LI,78080,81961,3881,173311,33747,11971,29074,197248,898,226322,3872,146760,municipality,2010
3605956000,"Oyster Bay town, Nassau County, New York",36059,LI,198710,202152,3442,443684,28424,9190,29754,558096,936,587850,4824,514722,municipality,2000
3605956000,"Oyster Bay town, Nassau County, New York",36059,LI,99419,102849,3430,225326,26611,6168,21923,271291,731,293214,3245,234536,municipality,2010
3606144919,"Manhattan borough, New York County, New York",36061,NYC,1477288,1596288,119000,2558558,286582,469396,835632,2238758,17146,3074390,57888,1407746,municipality,2000
3606144919,"Manhattan borough, New York County, New York",36061,NYC,763846,847090,83244,1351438,177624,205340,403577,1182296,7882,1585873,29957,761493,municipality,2010
3607107003,"Blooming Grove town, Orange County, New York",36071,MHV,11672,13118,1446,24248,470,1198,3112,31590,210,34702,420,29292,municipality,2000
3607107003,"Blooming Grove town, Orange County, New York",36071,MHV,6284,6954,670,13464,392,953,2709,15319,88,18028,309,13577,municipality,2010
3607115308,"Chester town, Orange County, New York",36071,MHV,7696,7968,272,17638,638,1536,2462,21818,116,24280,190,19338,municipality,2000
3607115308,"Chester town, Orange County, New York",36071,MHV,4135,4372,237,8813,490,812,1669,10312,62,11981,253,8695,municipality,2010
3607118300,"Cornwall town, Orange County, New York",36071,MHV,9250,9704,454,17742,300,288,1258,23356,60,24614,256,22452,municipality,2000
3607118300,"Cornwall town, Orange County, New York",36071,MHV,4742,5136,394,9411,212,221,1046,11600,44,12646,207,10916,municipality,2010
3607118916,"Crawford town, Orange County, New York",36071,MHV,5414,5702,288,10976,114,178,808,14942,24,15750,146,14480,municipality,2000
3607118916,"Crawford town, Orange County, New York",36071,MHV,3279,3475,196,6879,139,303,924,8392,43,9316,171,7736,municipality,2010
3607119961,"Deerpark town, Orange County, New York",36071,MHV,5812,6664,852,11398,90,234,600,15116,46,15716,152,14594,municipality,2000
3607119961,"Deerpark town, Orange County, New York",36071,MHV,2988,3484,496,6081,89,174,547,7354,32,7901,160,6899,municipality,2010
3607129553,"Goshen town, Orange County, New York",36071,MHV,8148,8640,492,19512,438,1602,1900,23926,62,25826,148,21676,municipality,2000
3607129553,"Goshen town, Orange County, New York",36071,MHV,4536,4921,385,10490,347,888,1867,11820,72,13687,196,10317,municipality,2010
3607130631,"Greenville town, Orange County, New York",36071,MHV,2486,2730,244,5294,80,94,340,7260,12,7600,60,7014,municipality,2000
3607130631,"Greenville town, Orange County, New York",36071,MHV,1504,1653,149,3342,66,113,425,4191,12,4616,81,3919,municipality,2010
3607131907,"Hamptonburgh town, Orange County, New York",36071,MHV,2934,3064,130,6652,138,176,414,8958,28,9372,126,8490,municipality,2000
3607131907,"Hamptonburgh town, Orange County, New York",36071,MHV,1739,1819,80,4086,167,202,484,5077,26,5561,87,4595,municipality,2010
3607134550,"Highlands town, Orange County, New York",36071,MHV,6460,6836,376,19270,648,2128,1924,23044,184,24968,562,19522,municipality,2000
3607134550,"Highlands town, Orange County, New York",36071,MHV,3026,3487,461,10123,416,934,1585,10907,104,12492,433,9020,municipality,2010
3607147042,"Middletown city, Orange County, New York",36071,MHV,18932,20248,1316,36666,846,6700,12750,38026,386,50776,1248,28846,municipality,2000
3607147042,"Middletown city, Orange County, New York",36071,MHV,9976,10866,890,20429,503,5075,11158,16928,179,28086,751,10420,municipality,2010
3607147713,"Minisink town, Orange County, New York",36071,MHV,2364,2490,126,5032,42,74,330,6840,4,7170,38,6682,municipality,2000
3607147713,"Minisink town, Orange County, New York",36071,MHV,1485,1561,76,3217,49,105,410,4080,17,4490,57,3852,municipality,2010
3607147999,"Monroe town, Orange County, New York",36071,MHV,16456,17034,578,36726,850,738,3086,59728,176,62814,468,57496,municipality,2000
3607147999,"Monroe town, Orange County, New York",36071,MHV,10312,11144,832,22279,980,772,3365,36547,84,39912,371,34340,municipality,2010
3607148153,"Montgomery town, Orange County, New York",36071,MHV,14546,15286,740,29524,274,1388,3240,38542,140,41782,464,36276,municipality,2000
3607148153,"Montgomery town, Orange County, New York",36071,MHV,8000,8523,523,16797,318,1378,3167,19439,82,22606,411,17250,municipality,2010
3607148857,"Mount Hope town, Orange County, New York",36071,MHV,3164,3428,264,10544,194,1978,1940,11338,40,13278,98,9028,municipality,2000
3607148857,"Mount Hope town, Orange County, New York",36071,MHV,1770,1955,185,5604,109,1025,1121,5897,49,7018,86,4628,municipality,2010
3607150034,"Newburgh city, Orange County, New York",36071,MHV,18288,20952,2664,37760,404,17922,20514,36004,250,56518,1490,15938,municipality,2000
3607150034,"Newburgh city, Orange County, New York",36071,MHV,9030,10505,1475,20003,257,8071,13814,15052,169,28866,675,5880,municipality,2010
3607150045,"Newburgh town, Orange County, New York",36071,MHV,19530,20244,714,40708,1114,3746,5288,49848,156,55136,742,44090,municipality,2000
3607150045,"Newburgh town, Orange County, New York",36071,MHV,10762,11313,551,23043,865,3289,4664,25137,141,29801,512,20330,municipality,2010
3607150848,"New Windsor town, Orange County, New York",36071,MHV,16792,17518,726,33604,778,2892,5076,40656,188,45732,704,36094,municipality,2000
3607150848,"New Windsor town, Orange County, New York",36071,MHV,9291,9862,571,19103,840,2599,4920,20324,88,25244,493,16304,municipality,2010
3607159388,"Port Jervis city, Orange County, New York",36071,MHV,7066,7702,636,12798,114,666,1320,16400,120,17720,322,15178,municipality,2000
3607159388,"Port Jervis city, Orange County, New York",36071,MHV,3570,3957,387,6596,108,565,1054,7774,70,8828,296,6735,municipality,2010
3607175781,"Tuxedo town, Orange County, New York",36071,MHV,2674,2914,240,5224,206,78,284,6384,32,6668,82,5986,municipality,2000
3607175781,"Tuxedo town, Orange County, New York",36071,MHV,1457,1691,234,2867,190,73,258,3366,13,3624,61,3029,municipality,2010
3607177992,"Wallkill town, Orange County, New York",36071,MHV,17732,18566,834,36384,1168,4290,6608,42710,206,49318,1006,36040,municipality,2000
3607177992,"Wallkill town, Orange County, New York",36071,MHV,10133,10777,644,20877,855,3939,6162,21264,201,27426,623,15646,municipality,2010
3607178366,"Warwick town, Orange County, New York",36071,MHV,21736,23636,1900,44798,518,2468,3982,57546,250,61528,660,53650,municipality,2000
3607178366,"Warwick town, Orange County, New York",36071,MHV,11835,12982,1147,24563,463,1425,3279,28786,144,32065,446,26308,municipality,2010
3607178839,"Wawayanda town, Orange County, New York",36071,MHV,4190,4348,158,8842,202,214,738,11808,42,12546,138,11212,municipality,2000
3607178839,"Wawayanda town, Orange County, New York",36071,MHV,2444,2630,186,5300,139,331,883,6383,15,7266,110,5788,municipality,2010
3607182755,"Woodbury town, Orange County, New York",36071,MHV,6234,6716,482,13082,482,546,1502,17418,48,18920,196,16146,municipality,2000
3607182755,"Woodbury town, Orange County, New York",36071,MHV,3627,3958,331,7917,691,648,1674,9679,50,11353,215,8075,municipality,2010
3607912529,"Carmel town, Putnam County, New York",36079,LHV,21694,22566,872,48018,772,650,3910,62102,132,66012,672,59876,municipality,2000
3607912529,"Carmel town, Putnam County, New York",36079,LHV,11672,12348,676,25664,588,545,3469,30836,85,34305,315,29303,municipality,2010
3607939331,"Kent town, Putnam County, New York",36079,LHV,9736,10706,970,20656,332,386,1616,26402,86,28018,312,25286,municipality,2000
3607939331,"Kent town, Putnam County, New York",36079,LHV,4888,5508,620,10502,245,308,1755,11752,53,13507,167,10979,municipality,2010
3607956748,"Patterson town, Putnam County, New York",36079,LHV,7058,7492,434,16572,280,760,1584,21028,58,22612,318,19612,municipality,2000
3607956748,"Patterson town, Putnam County, New York",36079,LHV,3905,4272,367,9264,209,480,1555,10468,58,12023,167,9554,municipality,2010
3607957584,"Philipstown town, Putnam County, New York",36079,LHV,7198,7966,768,14328,196,172,714,18130,52,18844,152,17558,municipality,2000
3607957584,"Philipstown town, Putnam County, New York",36079,LHV,3685,4164,479,7501,134,148,671,8991,36,9662,151,8522,municipality,2010
3607960147,"Putnam Valley town, Putnam County, New York",36079,LHV,7352,8506,1154,15668,168,298,1342,20030,98,21372,240,19226,municipality,2000
3607960147,"Putnam Valley town, Putnam County, New York",36079,LHV,4216,4837,621,8957,207,239,1159,10650,30,11809,177,9997,municipality,2010
3607968924,"Southeast town, Putnam County, New York",36079,LHV,12368,12824,456,25500,566,608,2786,31846,62,34632,222,30388,municipality,2000
3607968924,"Southeast town, Putnam County, New York",36079,LHV,6675,7095,420,14172,449,327,3052,15352,44,18404,178,14354,municipality,2010
3608160323,"Queens borough, Queens County, New York",36081,NYC,1565328,1634500,69172,3440310,778606,845662,1113210,3345548,70468,4458758,185022,1465790,municipality,2000
3608160323,"Queens borough, Queens County, New York",36081,NYC,780117,835127,55010,1768821,508334,395881,613750,1616972,39923,2230722,56107,616727,municipality,2010
3608570915,"Staten Island borough, Richmond County, New York",36085,NYC,312682,327986,15304,660940,49572,79408,107100,780356,3150,887456,15594,632632,municipality,2000
3608570915,"Staten Island borough, Richmond County, New York",36085,NYC,165516,176656,11140,359529,34697,44313,81051,387679,1860,468730,6640,300169,municipality,2010
3608715968,"Clarkstown town, Rockland County, New York",36087,LHV,55394,56440,1046,123536,12884,12356,11366,152798,454,164164,2402,124702,municipality,2000
3608715968,"Clarkstown town, Rockland County, New York",36087,LHV,29234,30314,1080,64483,8748,7598,9831,74356,314,84187,1327,56369,municipality,2010
3608732765,"Haverstraw town, Rockland County, New York",36087,LHV,22510,23106,596,49838,2124,6292,21458,46164,298,67622,1184,36266,municipality,2000
3608732765,"Haverstraw town, Rockland County, New York",36087,LHV,12170,12809,639,27769,1559,4627,15012,21622,122,36634,608,14706,municipality,2010
3608755211,"Orangetown town, Rockland County, New York",36087,LHV,34660,35654,994,73914,6112,5374,5746,89676,250,95422,1512,76428,municipality,2000
3608755211,"Orangetown town, Rockland County, New York",36087,LHV,17826,18611,785,38585,3386,2742,4782,44430,143,49212,669,37490,municipality,2010
3608760510,"Ramapo town, Rockland County, New York",36087,LHV,63122,64844,1722,144594,9928,35930,17846,199964,1120,217810,4588,148398,municipality,2000
3608760510,"Ramapo town, Rockland County, New York",36087,LHV,34731,36754,2023,81772,5013,19173,17223,109372,523,126595,1569,83094,municipality,2010
3608771674,"Stony Point town, Rockland County, New York",36087,LHV,9664,9902,238,21052,366,326,1948,26540,78,28488,258,25512,municipality,2000
3608771674,"Stony Point town, Rockland County, New York",36087,LHV,5281,5569,288,11498,393,483,1935,13124,37,15059,200,12011,municipality,2010
3601594,"Amagansett CDP, New York",36103,LI,493,1664,1171,863,4,18,43,1024,6,1067,8,988,municipality,2000
3601594,"Amagansett CDP, New York",36103,LI,513,1790,1277,963,22,13,119,1046,2,1165,5,1004,municipality,2010
3602044,"Amityville village, New York",36103,LI,3434,3577,143,7375,119,759,867,8574,26,9441,140,7530,municipality,2000
3602044,"Amityville village, New York",36103,LI,3690,3997,307,7840,166,874,1249,8274,30,9523,108,7096,municipality,2010
3602374,"Aquebogue CDP, New York",36103,LI,872,1013,141,1727,7,118,73,2181,2,2254,23,2031,municipality,2000
3602374,"Aquebogue CDP, New York",36103,LI,932,1127,195,1973,5,102,290,2148,1,2438,13,2027,municipality,2010
3602737,"Asharoken village, New York",36103,LI,254,307,53,512,17,1,12,613,1,625,0,594,municipality,2000
3602737,"Asharoken village, New York",36103,LI,255,302,47,532,13,0,20,634,0,654,9,612,municipality,2010
3603408,"Babylon village, New York",36103,LI,4554,4680,126,9377,183,315,644,11971,33,12615,196,11244,municipality,2000
3603408,"Babylon village, New York",36103,LI,4585,4768,183,9392,263,221,817,11349,37,12166,170,10658,municipality,2010
3604055,"Baiting Hollow CDP, New York",36103,LI,600,962,362,1175,8,19,58,1391,0,1449,4,1360,municipality,2000
3604055,"Baiting Hollow CDP, New York",36103,LI,719,1208,489,1387,12,15,98,1544,2,1642,6,1509,municipality,2010
3604913,"Bayport CDP, New York",36103,LI,3222,3325,103,6444,102,69,340,8322,10,8662,61,8080,municipality,2000
3604913,"Bayport CDP, New York",36103,LI,3346,3515,169,6679,151,115,470,8426,10,8896,78,8072,municipality,2010
3604935,"Bay Shore CDP, New York",36103,LI,8194,8639,445,17682,554,3857,4738,19114,134,23852,551,14018,municipality,2000
3604935,"Bay Shore CDP, New York",36103,LI,9064,9663,599,19871,845,4590,8101,18236,173,26337,573,12055,municipality,2010
3605039,"Baywood CDP, New York",36103,LI,2252,2317,65,5511,124,693,1759,5812,28,7571,162,4805,municipality,2000
3605039,"Baywood CDP, New York",36103,LI,2162,2272,110,5573,288,976,2548,4802,50,7350,116,3372,municipality,2010
3605672,"Belle Terre village, New York",36103,LI,286,297,11,626,42,9,16,816,4,832,13,748,municipality,2000
3605672,"Belle Terre village, New York",36103,LI,286,308,22,596,26,10,31,761,0,792,11,714,municipality,2010
3605771,"Bellport village, New York",36103,LI,993,1139,146,1921,39,30,42,2321,11,2363,25,2216,municipality,2000
3605771,"Bellport village, New York",36103,LI,921,1170,249,1725,27,32,87,1997,8,2084,34,1896,municipality,2010
3607069,"Blue Point CDP, New York",36103,LI,1571,1664,93,3228,47,22,192,4215,9,4407,15,4122,municipality,2000
3607069,"Blue Point CDP, New York",36103,LI,1680,1747,67,3608,78,36,200,4573,22,4773,35,4402,municipality,2010
3607157,"Bohemia CDP, New York",36103,LI,3326,3387,61,7578,233,78,435,9436,12,9871,72,9041,municipality,2000
3607157,"Bohemia CDP, New York",36103,LI,3606,3731,125,7942,232,91,723,9457,9,10180,64,9061,municipality,2010
3608026,"Brentwood CDP, New York",36103,LI,12580,13039,459,37805,1046,8654,29251,24666,358,53917,1169,13439,municipality,2000
3608026,"Brentwood CDP, New York",36103,LI,13654,14202,548,44122,1101,8344,41529,19135,361,60664,775,8554,municipality,2010
3608136,"Bridgehampton CDP, New York",36103,LI,627,1494,867,1137,11,239,45,1336,10,1381,14,1062,municipality,2000
3608136,"Bridgehampton CDP, New York",36103,LI,748,2431,1683,1440,21,232,256,1500,8,1756,18,1221,municipality,2010
3608323,"Brightwaters village, New York",36103,LI,1127,1144,17,2360,41,49,132,3116,4,3248,28,2994,municipality,2000
3608323,"Brightwaters village, New York",36103,LI,1126,1156,30,2301,48,38,159,2944,6,3103,42,2810,municipality,2010
3609000,"Brookhaven CDP, New York",36103,LI,1101,1167,66,2669,23,339,228,3342,11,3570,56,2913,municipality,2000
3609000,"Brookhaven CDP, New York",36103,LI,1176,1268,92,2765,24,214,212,3239,11,3451,28,2962,municipality,2010
3611781,"Calverton CDP, New York",36103,LI,2539,2735,196,4548,54,409,346,5358,28,5704,91,4776,municipality,2000
3611781,"Calverton CDP, New York",36103,LI,2965,3224,259,5344,57,493,453,6057,16,6510,73,5418,municipality,2010
3613376,"Centereach CDP, New York",36103,LI,8176,8329,153,19903,862,501,1932,25353,70,27285,262,23658,municipality,2000
3613376,"Centereach CDP, New York",36103,LI,10026,10408,382,23886,1950,834,3575,28003,66,31578,404,24749,municipality,2010
3613420,"Center Moriches CDP, New York",36103,LI,2319,2465,146,4983,66,339,440,6215,8,6655,81,5721,municipality,2000
3613420,"Center Moriches CDP, New York",36103,LI,2597,2818,221,5679,105,248,776,6804,16,7580,122,6313,municipality,2010
3613442,"Centerport CDP, New York",36103,LI,2022,2094,72,4084,64,12,117,5329,9,5446,15,5229,municipality,2000
3613442,"Centerport CDP, New York",36103,LI,2032,2120,88,4055,102,26,194,5314,2,5508,57,5127,municipality,2010
3613552,"Central Islip CDP, New York",36103,LI,8792,9189,397,22621,971,8244,11452,20498,297,31950,824,10162,municipality,2000
3613552,"Central Islip CDP, New York",36103,LI,9365,9961,596,25283,1112,7740,17938,16512,269,34450,708,6683,municipality,2010
3616958,"Cold Spring Harbor CDP, New York",36103,LI,1753,1790,37,3649,65,21,98,4877,5,4975,46,4740,municipality,2000
3616958,"Cold Spring Harbor CDP, New York",36103,LI,1749,1809,60,3698,113,34,194,4876,4,5070,42,4683,municipality,2010
3617530,"Commack CDP, New York",36103,LI,11697,11824,127,26786,1364,214,1055,35312,59,36367,185,33490,municipality,2000
3617530,"Commack CDP, New York",36103,LI,11907,12138,231,26741,1951,297,1722,34402,84,36124,320,31750,municipality,2010
3618146,"Copiague CDP, New York",36103,LI,7210,7415,205,16824,377,843,4489,17433,79,21922,285,15849,municipality,2000
3618146,"Copiague CDP, New York",36103,LI,7535,7919,384,18111,464,1455,7523,15470,100,22993,284,13167,municipality,2010
3618157,"Coram CDP, New York",36103,LI,12530,12880,350,26170,1148,2869,3314,31609,143,34923,552,26897,municipality,2000
3618157,"Coram CDP, New York",36103,LI,14632,15437,805,30369,1952,3842,5307,33806,155,39113,784,27073,municipality,2010
3619466,"Cutchogue CDP, New York",36103,LI,1120,1680,560,2237,15,69,162,2687,1,2849,22,2580,municipality,2000
3619466,"Cutchogue CDP, New York",36103,LI,1347,2062,715,2695,27,47,242,3107,3,3349,17,3013,municipality,2010
3619972,"Deer Park CDP, New York",36103,LI,9516,9698,182,21179,811,2500,2139,26177,98,28316,469,22299,municipality,2000
3619972,"Deer Park CDP, New York",36103,LI,9383,9715,332,21319,1871,3182,3364,24381,107,27745,466,18755,municipality,2010
3620379,"Dering Harbor village, New York",36103,LI,6,32,26,11,0,0,0,13,1,13,0,12,municipality,2000
3620379,"Dering Harbor village, New York",36103,LI,5,35,30,11,0,0,0,11,0,11,0,11,municipality,2010
3620687,"Dix Hills CDP, New York",36103,LI,7952,8057,105,18619,1913,819,995,25029,56,26024,408,21833,municipality,2000
3620687,"Dix Hills CDP, New York",36103,LI,8319,8529,210,19520,2990,1385,1533,25359,83,26892,468,20433,municipality,2010
3621985,"East Farmingdale CDP, New York",36103,LI,1693,1723,30,3997,219,750,687,4713,18,5400,102,3624,municipality,2000
3621985,"East Farmingdale CDP, New York",36103,LI,2002,2114,112,5052,332,775,1353,5131,40,6484,109,3875,municipality,2010
3622183,"East Hampton village, New York",36103,LI,635,1745,1110,1142,25,19,119,1215,7,1334,17,1147,municipality,2000
3622183,"East Hampton village, New York",36103,LI,533,1836,1303,930,12,8,128,955,0,1083,4,931,municipality,2010
3622200,"East Hampton North CDP, New York",36103,LI,1445,2251,806,2787,58,262,596,2991,27,3587,69,2575,municipality,2000
3622200,"East Hampton North CDP, New York",36103,LI,1536,2545,1009,3252,44,244,1594,2548,23,4142,58,2179,municipality,2010
3622315,"East Islip CDP, New York",36103,LI,4578,4661,83,10066,198,71,547,13531,34,14078,86,13142,municipality,2000
3622315,"East Islip CDP, New York",36103,LI,4803,4942,139,10815,223,143,903,13572,24,14475,129,13053,municipality,2010
3622447,"East Marion CDP, New York",36103,LI,329,744,415,616,7,7,22,734,5,756,8,707,municipality,2000
3622447,"East Marion CDP, New York",36103,LI,409,953,544,790,8,7,62,864,0,926,17,832,municipality,2010
3622546,"East Moriches CDP, New York",36103,LI,1510,1668,158,3348,66,71,235,4315,14,4550,36,4128,municipality,2000
3622546,"East Moriches CDP, New York",36103,LI,1896,2163,267,4030,46,75,312,4937,11,5249,63,4742,municipality,2010
3622612,"East Northport CDP, New York",36103,LI,6967,7086,119,15527,471,181,814,20031,38,20845,207,19134,municipality,2000
3622612,"East Northport CDP, New York",36103,LI,7114,7288,174,15071,564,158,1354,18863,40,20217,213,17888,municipality,2010
3622733,"East Patchogue CDP, New York",36103,LI,7493,7760,267,16008,404,625,1895,18929,69,20824,271,17560,municipality,2000
3622733,"East Patchogue CDP, New York",36103,LI,8294,8685,391,17777,518,903,3951,18518,80,22469,304,16713,municipality,2010
3622810,"Eastport CDP, New York",36103,LI,554,637,83,1106,16,12,136,1318,4,1454,11,1275,municipality,2000
3622810,"Eastport CDP, New York",36103,LI,702,865,163,1438,11,23,160,1671,0,1831,17,1620,municipality,2010
3622832,"East Quogue CDP, New York",36103,LI,1660,2465,805,3232,30,28,230,4035,6,4265,30,3941,municipality,2000
3622832,"East Quogue CDP, New York",36103,LI,1832,3069,1237,3597,61,63,425,4332,17,4757,35,4156,municipality,2010
3622980,"East Shoreham CDP, New York",36103,LI,1787,1827,40,4073,88,67,235,5574,6,5809,37,5376,municipality,2000
3622980,"East Shoreham CDP, New York",36103,LI,2047,2104,57,4802,155,86,364,6302,12,6666,44,6005,municipality,2010
3623316,"Eatons Neck CDP, New York",36103,LI,512,554,42,1053,14,3,16,1372,1,1388,3,1351,municipality,2000
3623316,"Eatons Neck CDP, New York",36103,LI,519,575,56,1070,13,2,36,1370,2,1406,17,1336,municipality,2010
3624405,"Elwood CDP, New York",36103,LI,3435,3493,58,8072,610,586,550,10366,49,10916,98,9023,municipality,2000
3624405,"Elwood CDP, New York",36103,LI,3512,3585,73,8179,887,674,918,10259,36,11177,118,8544,municipality,2010
3625417,"Farmingville CDP, New York",36103,LI,5041,5170,129,11796,282,187,1336,15122,28,16458,174,14451,municipality,2000
3625417,"Farmingville CDP, New York",36103,LI,4707,4884,177,11631,571,339,1942,13539,64,15481,201,12364,municipality,2010
3625839,"Fire Island CDP, New York",36103,LI,138,3157,3019,246,2,0,9,301,1,310,5,293,municipality,2000
3625839,"Fire Island CDP, New York",36103,LI,131,3395,3264,239,1,12,23,269,0,292,3,253,municipality,2010
3625923,"Fishers Island CDP, New York",36103,LI,138,625,487,226,3,3,4,285,0,289,6,273,municipality,2000
3625923,"Fishers Island CDP, New York",36103,LI,120,660,540,196,2,2,2,234,1,236,4,225,municipality,2010
3626121,"Flanders CDP, New York",36103,LI,1260,1521,261,2633,21,676,502,3144,57,3646,73,2317,municipality,2000
3626121,"Flanders CDP, New York",36103,LI,1345,1684,339,3320,46,597,1677,2795,41,4472,91,2020,municipality,2010
3626946,"Fort Salonga CDP, New York",36103,LI,3225,3310,85,7139,164,59,217,9417,6,9634,42,9146,municipality,2000
3626946,"Fort Salonga CDP, New York",36103,LI,3370,3484,114,7365,216,84,388,9620,33,10008,73,9214,municipality,2010
3628997,"Gilgo-Oak Beach-Captree CDP, New York",36103,LI,161,305,144,288,9,1,6,327,0,333,0,317,municipality,2000
3628997,"Gilgo-Oak Beach-Captree CDP, New York",36103,LI,182,376,194,346,3,1,26,391,0,417,3,384,municipality,2010
3629509,"Gordon Heights CDP, New York",36103,LI,856,945,89,2004,59,1846,449,2645,37,3094,104,599,municipality,2000
3629509,"Gordon Heights CDP, New York",36103,LI,1070,1182,112,2867,75,1971,1012,3030,75,4042,126,783,municipality,2010
3630235,"Great River CDP, New York",36103,LI,509,519,10,1098,9,0,29,1517,5,1546,10,1493,municipality,2000
3630235,"Great River CDP, New York",36103,LI,503,517,14,1131,23,8,62,1427,0,1489,7,1389,municipality,2010
3630543,"Greenlawn CDP, New York",36103,LI,4499,4644,145,9830,368,1967,905,12381,55,13286,199,9792,municipality,2000
3630543,"Greenlawn CDP, New York",36103,LI,4560,4722,162,10220,555,1841,1724,12018,47,13742,237,9338,municipality,2010
3630576,"Greenport village, New York",36103,LI,776,1075,299,1572,6,288,353,1695,5,2048,48,1348,municipality,2000
3630576,"Greenport village, New York",36103,LI,820,1191,371,1791,11,219,746,1451,12,2197,32,1177,municipality,2010
3630581,"Greenport West CDP, New York",36103,LI,750,1283,533,1353,6,87,100,1579,6,1679,23,1457,municipality,2000
3630581,"Greenport West CDP, New York",36103,LI,960,1651,691,1814,16,100,328,1796,9,2124,25,1646,municipality,2010
3631445,"Halesite CDP, New York",36103,LI,1014,1049,35,2034,24,40,80,2502,4,2582,21,2413,municipality,2000
3631445,"Halesite CDP, New York",36103,LI,1008,1070,62,1994,38,17,106,2392,7,2498,18,2312,municipality,2010
3631896,"Hampton Bays CDP, New York",36103,LI,4877,6875,1998,9696,82,92,1529,10707,36,12236,95,10402,municipality,2000
3631896,"Hampton Bays CDP, New York",36103,LI,5079,7873,2794,10666,108,161,3895,9708,56,13603,109,9274,municipality,2010
3632732,"Hauppauge CDP, New York",36103,LI,7006,7153,147,15268,710,216,887,19213,37,20100,198,18052,municipality,2000
3632732,"Hauppauge CDP, New York",36103,LI,7333,7566,233,15921,1226,389,1479,19403,53,20882,187,17548,municipality,2010
3632963,"Head of the Harbor village, New York",36103,LI,484,501,17,1056,45,17,20,1427,0,1447,7,1358,municipality,2000
3632963,"Head of the Harbor village, New York",36103,LI,511,551,40,1097,38,10,46,1426,3,1472,12,1363,municipality,2010
3635056,"Holbrook CDP, New York",36103,LI,9019,9157,138,20437,780,341,1616,25896,45,27512,219,24511,municipality,2000
3635056,"Holbrook CDP, New York",36103,LI,9550,9820,270,20951,1008,401,2311,24884,60,27195,233,23182,municipality,2010
3635254,"Holtsville CDP, New York",36103,LI,5316,5418,102,12205,296,174,1200,15806,33,17006,162,15141,municipality,2000
3635254,"Holtsville CDP, New York",36103,LI,6725,6929,204,14873,859,326,1990,17724,54,19714,176,16309,municipality,2010
3636233,"Huntington CDP, New York",36103,LI,7052,7273,221,14143,327,379,658,17745,32,18403,174,16833,municipality,2000
