0,stco,NAME,H001001,H001001,H003002,H003002,H003003,H003003
1078,21163,"Meade County, Kentucky",10293,11762,9470,10471,823,1291
1079,21165,"Menifee County, Kentucky",3710,3744,2537,2440,1173,1304
1080,21167,"Mercer County, Kentucky",9289,9941,8423,8682,866,1259
1081,21169,"Metcalfe County, Kentucky",4592,4681,4016,4055,576,626
1082,21171,"Monroe County, Kentucky",5288,5204,4741,4509,547,695
1083,21173,"Montgomery County, Kentucky",9682,11699,8902,10435,780,1264
1084,21175,"Morgan County, Kentucky",5487,5830,4752,4860,735,970
1085,21177,"Muhlenberg County, Kentucky",13675,13699,12357,12052,1318,1647
1086,21179,"Nelson County, Kentucky",14934,18075,13953,16826,981,1249
1087,21181,"Nicholas County, Kentucky",3051,3261,2710,2809,341,452
1088,21183,"Ohio County, Kentucky",9909,10219,8899,9176,1010,1043
1089,21185,"Oldham County, Kentucky",15541,20688,14856,19431,685,1257
1090,21187,"Owen County, Kentucky",5345,5634,4086,4296,1259,1338
1091,21189,"Owsley County, Kentucky",2247,2328,1894,1914,353,414
1092,21191,"Pendleton County, Kentucky",5756,6339,5170,5494,586,845
1093,21193,"Perry County, Kentucky",12741,12791,11460,11319,1281,1472
1094,21195,"Pike County, Kentucky",30923,30304,27612,26728,3311,3576
1095,21197,"Powell County, Kentucky",5526,5598,5044,4834,482,764
1096,21199,"Pulaski County, Kentucky",27181,31443,22719,25722,4462,5721
1097,21201,"Robertson County, Kentucky",1034,1095,866,902,168,193
1098,21203,"Rockcastle County, Kentucky",7353,7703,6544,6750,809,953
1099,21205,"Rowan County, Kentucky",8985,10102,7927,8864,1058,1238
1100,21207,"Russell County, Kentucky",9064,9993,6941,7401,2123,2592
1101,21209,"Scott County, Kentucky",12977,19303,12110,17408,867,1895
1102,21211,"Shelby County, Kentucky",12857,16606,12104,15321,753,1285
1103,21213,"Simpson County, Kentucky",7016,7435,6415,6753,601,682
1104,21215,"Spencer County, Kentucky",4555,6704,4251,6165,304,539
1105,21217,"Taylor County, Kentucky",10180,10864,9233,9832,947,1032
1106,21219,"Todd County, Kentucky",5121,5286,4569,4647,552,639
1107,21221,"Trigg County, Kentucky",6698,7810,5215,5883,1483,1927
1108,21223,"Trimble County, Kentucky",3437,3930,3137,3420,300,510
1109,21225,"Union County, Kentucky",6234,6141,5710,5549,524,592
1110,21227,"Warren County, Kentucky",38350,47223,35365,43674,2985,3549
1111,21229,"Washington County, Kentucky",4542,5044,4121,4507,421,537
1112,21231,"Wayne County, Kentucky",9789,10942,7913,8646,1876,2296
1113,21233,"Webster County, Kentucky",6250,5936,5560,5272,690,664
1114,21235,"Whitley County, Kentucky",15288,15166,13780,13575,1508,1591
1115,21237,"Wolfe County, Kentucky",3264,3660,2816,3065,448,595
1116,21239,"Woodford County, Kentucky",9374,10711,8893,9806,481,905
1117,22001,"Acadia Parish, Louisiana",23209,25387,21142,22841,2067,2546
1118,22003,"Allen Parish, Louisiana",9157,9733,8102,8516,1055,1217
1119,22005,"Ascension Parish, Louisiana",29172,40784,26691,37790,2481,2994
1120,22007,"Assumption Parish, Louisiana",9635,10351,8239,8736,1396,1615
1121,22009,"Avoyelles Parish, Louisiana",16576,18042,14736,15432,1840,2610
1122,22011,"Beauregard Parish, Louisiana",14501,15040,12104,13159,2397,1881
1123,22013,"Bienville Parish, Louisiana",7830,7718,6108,5838,1722,1880
1124,22015,"Bossier Parish, Louisiana",40286,49351,36628,45215,3658,4136
1125,22017,"Caddo Parish, Louisiana",108296,112028,97974,102139,10322,9889
1126,22019,"Calcasieu Parish, Louisiana",75995,82058,68613,73996,7382,8062
1127,22021,"Caldwell Parish, Louisiana",5035,4994,3941,3905,1094,1089
1128,22023,"Cameron Parish, Louisiana",5336,3593,3592,2575,1744,1018
1129,22025,"Catahoula Parish, Louisiana",5351,4877,4082,3834,1269,1043
1130,22027,"Claiborne Parish, Louisiana",7815,7761,6270,6017,1545,1744
1131,22029,"Concordia Parish, Louisiana",9148,9383,7521,7613,1627,1770
1132,22031,"De Soto Parish, Louisiana",11204,12290,9691,10562,1513,1728
1133,22033,"East Baton Rouge Parish, Louisiana",169073,187353,156365,172057,12708,15296
1134,22035,"East Carroll Parish, Louisiana",3303,2904,2969,2552,334,352
1135,22037,"East Feliciana Parish, Louisiana",7915,8014,6699,7022,1216,992
1136,22039,"Evangeline Parish, Louisiana",14258,14662,12736,12829,1522,1833
1137,22041,"Franklin Parish, Louisiana",8623,9034,7754,7904,869,1130
1138,22043,"Grant Parish, Louisiana",8531,8886,7073,7496,1458,1390
1139,22045,"Iberia Parish, Louisiana",27844,29698,25381,26778,2463,2920
1140,22047,"Iberville Parish, Louisiana",11953,12707,10674,11072,1279,1635
1141,22049,"Jackson Parish, Louisiana",7338,7680,6086,6261,1252,1419
1142,22051,"Jefferson Parish, Louisiana",187907,189135,176234,169647,11673,19488
1143,22053,"Jefferson Davis Parish, Louisiana",12824,13306,11480,11771,1344,1535
1144,22055,"Lafayette Parish, Louisiana",78122,93656,72372,87027,5750,6629
1145,22057,"Lafourche Parish, Louisiana",35045,38582,32057,35486,2988,3096
1146,22059,"La Salle Parish, Louisiana",6273,6560,5291,5468,982,1092
1147,22061,"Lincoln Parish, Louisiana",17000,19479,15235,17599,1765,1880
1148,22063,"Livingston Parish, Louisiana",36212,50170,32630,46007,3582,4163
1149,22065,"Madison Parish, Louisiana",4979,4804,4469,4025,510,779
1150,22067,"Morehouse Parish, Louisiana",12711,12423,11382,10853,1329,1570
1151,22069,"Natchitoches Parish, Louisiana",16890,18587,14263,15614,2627,2973
1152,22071,"Orleans Parish, Louisiana",215091,189896,188251,142158,26840,47738
1153,22073,"Ouachita Parish, Louisiana",60154,64481,55216,58691,4938,5790
1154,22075,"Plaquemines Parish, Louisiana",10481,9596,9021,8077,1460,1519
1155,22077,"Pointe Coupee Parish, Louisiana",10297,11130,8397,9082,1900,2048
1156,22079,"Rapides Parish, Louisiana",52038,55684,47120,50401,4918,5283
1157,22081,"Red River Parish, Louisiana",3988,4128,3414,3472,574,656
1158,22083,"Richland Parish, Louisiana",8335,8621,7490,7551,845,1070
1159,22085,"Sabine Parish, Louisiana",13671,14130,9221,9622,4450,4508
1160,22087,"St. Bernard Parish, Louisiana",26790,16794,25123,13221,1667,3573
1161,22089,"St. Charles Parish, Louisiana",17430,19896,16422,18557,1008,1339
1162,22091,"St. Helena Parish, Louisiana",5034,5150,3873,4333,1161,817
1163,22093,"St. James Parish, Louisiana",7605,8455,6992,7717,613,738
1164,22095,"St. John the Baptist Parish, Louisiana",15532,17510,14283,15965,1249,1545
1165,22097,"St. Landry Parish, Louisiana",36216,35692,32328,31857,3888,3835
1166,22099,"St. Martin Parish, Louisiana",20245,21941,17164,19216,3081,2725
1167,22101,"St. Mary Parish, Louisiana",21650,23028,19317,20457,2333,2571
1168,22103,"St. Tammany Parish, Louisiana",75398,95412,69253,87521,6145,7891
1169,22105,"Tangipahoa Parish, Louisiana",40794,50073,36558,45135,4236,4938
1170,22107,"Tensas Parish, Louisiana",3359,3357,2416,2172,943,1185
1171,22109,"Terrebonne Parish, Louisiana",39928,43887,35997,40091,3931,3796
1172,22111,"Union Parish, Louisiana",10873,11346,8857,9144,2016,2202
1173,22113,"Vermilion Parish, Louisiana",22461,25235,19832,21889,2629,3346
1174,22115,"Vernon Parish, Louisiana",21030,21433,18260,19165,2770,2268
1175,22117,"Washington Parish, Louisiana",19106,21039,16467,18113,2639,2926
1176,22119,"Webster Parish, Louisiana",18991,19336,16501,16537,2490,2799
1177,22121,"West Baton Rouge Parish, Louisiana",8370,9324,7663,8688,707,636
1178,22123,"West Carroll Parish, Louisiana",4980,5046,4458,4452,522,594
1179,22125,"West Feliciana Parish, Louisiana",4485,5097,3645,3971,840,1126
1180,22127,"Winn Parish, Louisiana",7502,7234,5930,5469,1572,1765
1181,23001,"Androscoggin County, Maine",45960,49090,42028,44315,3932,4775
1182,23003,"Aroostook County, Maine",38719,39529,30356,30961,8363,8568
1183,23005,"Cumberland County, Maine",122600,138657,107989,117339,14611,21318
1184,23007,"Franklin County, Maine",19159,21709,11806,13000,7353,8709
1185,23009,"Hancock County, Maine",33945,40184,21864,24221,12081,15963
1186,23011,"Kennebec County, Maine",56364,60972,47683,51128,8681,9844
1187,23013,"Knox County, Maine",21612,23744,16608,17258,5004,6486
1188,23015,"Lincoln County, Maine",20849,23493,14158,15149,6691,8344
1189,23017,"Oxford County, Maine",32295,36055,22314,24300,9981,11755
1190,23019,"Penobscot County, Maine",66847,73860,58096,62966,8751,10894
1191,23021,"Piscataquis County, Maine",13783,15340,7278,7825,6505,7515
1192,23023,"Sagadahoc County, Maine",16489,18288,14117,15088,2372,3200
1193,23025,"Somerset County, Maine",28222,30569,20496,21927,7726,8642
1194,23027,"Waldo County, Maine",18904,21566,14726,16431,4178,5135
1195,23029,"Washington County, Maine",21919,23001,14118,14302,7801,8699
1196,23031,"York County, Maine",94234,105773,74563,81009,19671,24764
1197,24001,"Allegany County, Maryland",32984,33311,29322,29177,3662,4134
1198,24003,"Anne Arundel County, Maryland",186937,212562,178670,199378,8267,13184
1199,24005,"Baltimore County, Maryland",313734,335622,299877,316715,13857,18907
1200,24009,"Calvert County, Maryland",27576,33780,25447,30873,2129,2907
1201,24011,"Caroline County, Maryland",12028,13482,11097,12158,931,1324
1202,24013,"Carroll County, Maryland",54260,62406,52503,59786,1757,2620
1203,24015,"Cecil County, Maryland",34461,41103,31223,36867,3238,4236
1204,24017,"Charles County, Maryland",43903,54963,41668,51214,2235,3749
1205,24019,"Dorchester County, Maryland",14681,16554,12706,13522,1975,3032
1206,24021,"Frederick County, Maryland",73017,90136,70060,84800,2957,5336
1207,24023,"Garrett County, Maryland",16761,18854,11476,12057,5285,6797
1208,24025,"Harford County, Maryland",83146,95554,79667,90218,3479,5336
1209,24027,"Howard County, Maryland",92818,109282,90043,104749,2775,4533
1210,24029,"Kent County, Maryland",9410,10549,7666,8165,1744,2384
1211,24031,"Montgomery County, Maryland",334632,375905,324565,357086,10067,18819
1212,24033,"Prince George's County, Maryland",302378,328182,286610,304042,15768,24140
1213,24035,"Queen Anne's County, Maryland",16674,20140,15315,18016,1359,2124
1214,24037,"St. Mary's County, Maryland",34081,41282,30642,37604,3439,3678
1215,24039,"Somerset County, Maryland",10092,11130,8361,8788,1731,2342
1216,24041,"Talbot County, Maryland",16500,19577,14307,16157,2193,3420
1217,24043,"Washington County, Maryland",52972,60814,49726,55687,3246,5127
1218,24045,"Wicomico County, Maryland",34401,41192,32218,37220,2183,3972
1219,24047,"Worcester County, Maryland",47360,55749,19694,22229,27666,33520
1220,24510,"Baltimore city, Maryland",300477,296685,257996,249903,42481,46782
1221,25001,"Barnstable County, Massachusetts",147083,160281,94822,95755,52261,64526
1222,25003,"Berkshire County, Massachusetts",66301,68508,56006,56091,10295,12417
1223,25005,"Bristol County, Massachusetts",216918,230535,205411,213010,11507,17525
1224,25007,"Dukes County, Massachusetts",14836,17188,6421,7368,8415,9820
1225,25009,"Essex County, Massachusetts",287144,306754,275419,285956,11725,20798
1226,25011,"Franklin County, Massachusetts",31939,33758,29466,30462,2473,3296
1227,25013,"Hampden County, Massachusetts",185876,192175,175288,179927,10588,12248
1228,25015,"Hampshire County, Massachusetts",58644,62603,55991,58702,2653,3901
1229,25017,"Middlesex County, Massachusetts",576681,612004,561220,580688,15461,31316
1230,25019,"Nantucket County, Massachusetts",9210,11618,3699,4229,5511,7389
1231,25021,"Norfolk County, Massachusetts",255154,270359,248827,257914,6327,12445
1232,25023,"Plymouth County, Massachusetts",181524,200161,168361,181126,13163,19035
1233,25025,"Suffolk County, Massachusetts",292520,315522,278722,292767,13798,22755
1234,25027,"Worcester County, Massachusetts",298159,326788,283927,303080,14232,23708
1235,26001,"Alcona County, Michigan",10584,11073,5132,5089,5452,5984
1236,26003,"Alger County, Michigan",5964,6554,3785,3898,2179,2656
1237,26005,"Allegan County, Michigan",43292,49426,38165,42018,5127,7408
1238,26007,"Alpena County, Michigan",15289,16053,12818,12791,2471,3262
1239,26009,"Antrim County, Michigan",15090,17824,9222,9890,5868,7934
1240,26011,"Arenac County, Michigan",9563,9803,6710,6701,2853,3102
1241,26013,"Baraga County, Michigan",4631,5270,3353,3444,1278,1826
1242,26015,"Barry County, Michigan",23876,27010,21035,22551,2841,4459
1243,26017,"Bay County, Michigan",46423,48220,43930,44603,2493,3617
1244,26019,"Benzie County, Michigan",10312,12199,6500,7298,3812,4901
1245,26021,"Berrien County, Michigan",73445,76922,63569,63054,9876,13868
1246,26023,"Branch County, Michigan",19822,20841,16349,16419,3473,4422
1247,26025,"Calhoun County, Michigan",58691,61042,54100,54016,4591,7026
1248,26027,"Cass County, Michigan",23884,25887,19676,20604,4208,5283
1249,26029,"Charlevoix County, Michigan",15370,17249,10400,10882,4970,6367
1250,26031,"Cheboygan County, Michigan",16583,18298,10835,11133,5748,7165
1251,26033,"Chippewa County, Michigan",19430,21253,13474,14329,5956,6924
1252,26035,"Clare County, Michigan",22229,23233,12686,12966,9543,10267
1253,26037,"Clinton County, Michigan",24630,30695,23653,28766,977,1929
1254,26039,"Crawford County, Michigan",10042,11092,5625,6016,4417,5076
1255,26041,"Delta County, Michigan",19223,20214,15836,15992,3387,4222
1256,26043,"Dickinson County, Michigan",13702,13990,11386,11359,2316,2631
1257,26045,"Eaton County, Michigan",42118,47050,40167,43494,1951,3556
1258,26047,"Emmet County, Michigan",18554,21304,12577,13601,5977,7703
1259,26049,"Genesee County, Michigan",183630,192180,169825,169202,13805,22978
1260,26051,"Gladwin County, Michigan",16828,17672,10561,10753,6267,6919
1261,26053,"Gogebic County, Michigan",10839,10795,7425,7037,3414,3758
1262,26055,"Grand Traverse County, Michigan",34842,41599,30396,35328,4446,6271
1263,26057,"Gratiot County, Michigan",15516,16339,14501,14852,1015,1487
1264,26059,"Hillsdale County, Michigan",20189,21757,17335,17792,2854,3965
1265,26061,"Houghton County, Michigan",17748,18636,13793,14232,3955,4404
1266,26063,"Huron County, Michigan",20430,21199,14597,14348,5833,6851
1267,26065,"Ingham County, Michigan",115056,121281,108593,111162,6463,10119
1268,26067,"Ionia County, Michigan",22006,24778,20606,22144,1400,2634
1269,26069,"Iosco County, Michigan",20432,20443,11727,11757,8705,8686
1270,26071,"Iron County, Michigan",8772,9197,5748,5577,3024,3620
1271,26073,"Isabella County, Michigan",24528,28381,22425,25586,2103,2795
1272,26075,"Jackson County, Michigan",62906,69458,58168,60771,4738,8687
1273,26077,"Kalamazoo County, Michigan",99250,110007,93479,100610,5771,9397
1274,26079,"Kalkaska County, Michigan",10822,12171,6428,6962,4394,5209
1275,26081,"Kent County, Michigan",224000,246901,212890,227239,11110,19662
1276,26083,"Keweenaw County, Michigan",2327,2467,998,1013,1329,1454
1277,26085,"Lake County, Michigan",13498,14966,4704,5158,8794,9808
1278,26087,"Lapeer County, Michigan",32732,36332,30729,32776,2003,3556
1279,26089,"Leelanau County, Michigan",13297,14935,8436,9255,4861,5680
1280,26091,"Lenawee County, Michigan",39769,43452,35930,37514,3839,5938
1281,26093,"Livingston County, Michigan",58919,72809,55384,67380,3535,5429
1282,26095,"Luce County, Michigan",4008,4343,2481,2412,1527,1931
1283,26097,"Mackinac County, Michigan",9413,11010,5067,5024,4346,5986
1284,26099,"Macomb County, Michigan",320276,356626,309203,331667,11073,24959
1285,26101,"Manistee County, Michigan",14272,15694,9860,10308,4412,5386
1286,26103,"Marquette County, Michigan",32877,34330,25767,27538,7110,6792
1287,26105,"Mason County, Michigan",16063,17293,11406,11940,4657,5353
1288,26107,"Mecosta County, Michigan",19593,21131,14915,16101,4678,5030
1289,26109,"Menominee County, Michigan",13639,14227,10529,10474,3110,3753
1290,26111,"Midland County, Michigan",33796,35960,31769,33437,2027,2523
1291,26113,"Missaukee County, Michigan",8621,9117,5450,5843,3171,3274
1292,26115,"Monroe County, Michigan",56471,62971,53772,58230,2699,4741
1293,26117,"Montcalm County, Michigan",25900,28221,22079,23432,3821,4789
1294,26119,"Montmorency County, Michigan",9238,9597,4455,4416,4783,5181
1295,26121,"Muskegon County, Michigan",68556,73561,63330,65616,5226,7945
1296,26123,"Newaygo County, Michigan",23202,25075,17599,18406,5603,6669
1297,26125,"Oakland County, Michigan",492006,527255,471115,483698,20891,43557
1298,26127,"Oceana County, Michigan",15009,15944,9778,10174,5231,5770
1299,26129,"Ogemaw County, Michigan",15404,16047,8842,9283,6562,6764
1300,26131,"Ontonagon County, Michigan",5404,5672,3456,3258,1948,2414
1301,26133,"Osceola County, Michigan",12853,13632,8861,9222,3992,4410
1302,26135,"Oscoda County, Michigan",8690,9118,3921,3772,4769,5346
1303,26137,"Otsego County, Michigan",13375,14731,8995,9756,4380,4975
1304,26139,"Ottawa County, Michigan",86856,102495,81662,93775,5194,8720
1305,26141,"Presque Isle County, Michigan",9910,10428,6155,5982,3755,4446
1306,26143,"Roscommon County, Michigan",23109,24459,11250,11433,11859,13026
1307,26145,"Saginaw County, Michigan",85505,86844,80430,79011,5075,7833
1308,26147,"St. Clair County, Michigan",67107,71822,62072,63841,5035,7981
1309,26149,"St. Joseph County, Michigan",26503,27778,23381,23244,3122,4534
1310,26151,"Sanilac County, Michigan",21314,22725,16871,17132,4443,5593
1311,26153,"Schoolcraft County, Michigan",5700,6313,3606,3759,2094,2554
1312,26155,"Shiawassee County, Michigan",29087,30319,26896,27481,2191,2838
1313,26157,"Tuscola County, Michigan",23378,24451,21454,21590,1924,2861
1314,26159,"Van Buren County, Michigan",33975,36785,27982,28928,5993,7857
1315,26161,"Washtenaw County, Michigan",131069,147573,125327,137193,5742,10380
1316,26163,"Wayne County, Michigan",826145,821693,768440,702749,57705,118944
1317,26165,"Wexford County, Michigan",14872,16736,11824,13021,3048,3715
1318,27001,"Aitkin County, Minnesota",14168,16029,6644,7299,7524,8730
1319,27003,"Anoka County, Minnesota",108091,126688,106428,121227,1663,5461
1320,27005,"Becker County, Minnesota",16612,18784,11844,13224,4768,5560
1321,27007,"Beltrami County, Minnesota",16989,20527,14337,16846,2652,3681
1322,27009,"Benton County, Minnesota",13460,16140,13065,15079,395,1061
1323,27011,"Big Stone County, Minnesota",3171,3115,2377,2293,794,822
1324,27013,"Blue Earth County, Minnesota",21971,26202,21062,24445,909,1757
1325,27015,"Brown County, Minnesota",11163,11493,10598,10782,565,711
1326,27017,"Carlton County, Minnesota",13721,15656,12064,13538,1657,2118
1327,27019,"Carver County, Minnesota",24883,34536,24356,32891,527,1645
1328,27021,"Cass County, Minnesota",21286,24903,10893,11948,10393,12955
1329,27023,"Chippewa County, Minnesota",5855,5721,5361,5241,494,480
